"time","text","replies","retweets","likes","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
2018-08-07," destination chargers  wish  nonchargingplugged  tesla   unplugged
create  secret 5 click   charger  sends  friendly notification like may  fellow tesla friend use  charger allowing  owner  remote unlock  charging po",3,7,36,0,3,0,1,4,1,1,4,0,6
2018-08-07,"",5,13,105,0,0,0,0,0,0,0,0,0,0
2018-08-07,"   watch  hollywood brilliance taking tesla private",2,7,26,0,1,0,1,0,0,0,0,0,0
2018-08-07,"everyone  like 
earning repos come  n suddenly everyone goes silent 
  
 fact   still dont see  infrastructure monster hes built   crazy thing",14,89,708,1,0,0,2,0,1,1,1,2,0
2018-08-07,"allegedly",36,226,510,0,0,0,0,0,0,0,0,0,0
2018-08-07,"update taking tesla $tsla private  elon musk email   sent ",0,27,26,0,0,0,0,0,0,0,0,0,0
2018-08-07,"  love",20,51,499,0,0,0,0,1,0,0,0,0,1
2018-08-07,"",5,25,49,0,0,0,0,0,0,0,0,0,0
2018-08-07,"heres another thing  consider  thiseven  ultimately  doesnt happen  signals taking tesla private",2,5,69,0,2,0,0,0,0,0,0,0,1
2017-11-02,"according ",2,6,23,0,0,0,0,0,0,0,0,0,0
2018-08-07,"just ",3,14,24,0,0,0,0,0,0,0,0,0,0
2018-08-07,"earlier today",4,16,76,0,0,0,0,0,0,0,0,0,0
2018-08-07,"count  ",3,4,115,0,0,0,0,0,0,0,1,0,1
2018-08-07,"maybe elonteam    quaerly youtube livestream andor podcast  keep us updated   things  going",27,60,286,0,0,0,0,0,0,0,0,0,0
2018-08-07,"",49,14,45,0,0,0,0,0,0,0,0,0,0
2018-08-07,"   watching  considering taking tesla private  $420 funding secured",27,77,1100,0,0,0,0,0,0,0,0,0,0
2018-08-07,"",33,72,132,0,0,0,0,0,0,0,0,0,0
2018-08-07,"just ",7,21,23,0,0,0,0,0,0,0,0,0,0
2018-08-07,"  reason  number 420  chosenhmm",3,10,20,0,0,0,0,0,0,0,0,0,1
2018-08-07,"breaking",3,4,15,0,0,0,0,0,0,0,0,0,0
2017-11-05,"",2,1,17,0,0,0,0,0,0,0,0,0,0
2018-08-07,"   still comparing $tsla w  car companies  just dont get   probably never will",7,4,29,0,0,0,0,0,0,0,0,0,0
2018-08-07,"scoop$tlsa",11,11,27,0,0,0,0,0,0,0,0,0,0
2018-08-07,"",1,11,17,0,0,0,0,0,0,0,0,0,0
2018-08-07,"thoroughly disappointed ",1,8,25,1,0,1,0,0,1,0,0,1,0
2018-08-07,"",14,16,236,0,0,0,0,0,0,0,0,0,0
2018-08-07," wish  leaders  companies  think like  emphasizing longterm success   quaerly repo keep  ",3,6,243,0,1,0,0,1,0,0,0,0,1
2018-08-07,"",2,13,21,0,0,0,0,0,0,0,0,0,0
2018-08-08,"really interesting good bad    think whats  message within  message elon musk tweets  privatizing tesla motors causes  investor frenzy",3,9,20,1,1,1,1,1,1,1,1,2,2
2018-08-08,"",0,2,15,0,0,0,0,0,0,0,0,0,0
2018-08-08,"engineers  omaha   india firmare researching  use ",0,3,14,0,0,0,0,0,0,0,0,0,0
2017-11-05,"  love   

owner tweets  good idea ",0,1,5,0,1,0,0,2,0,1,1,0,2
2018-08-08,"always  fun conversation ",1,4,15,0,1,0,0,1,0,0,0,0,1
2018-08-08,"   daily tech highlights 

1 

2 

3 supergiant round volume   us  china  highly correlated 

4 

5 
",0,9,16,0,1,0,0,0,0,0,0,0,0
2018-08-08,"  expected",11,15,69,0,1,0,0,0,0,0,0,0,0
2018-08-08," random   timing  ",4,4,33,0,0,0,0,0,0,0,0,0,0
2018-08-08,"",2,6,20,0,0,0,0,0,0,0,0,0,0
2018-08-08,"ross gerber",2,20,41,0,0,0,0,0,0,0,0,0,0
2018-08-08,"look  $amzn    thinking longer term  anyone    public  ~2 decades  dont buy  sho term skepticsmedia bs   reason  go private daily liquiditytransparency   future  going private $tsla  going backwards   regards",16,6,56,0,2,1,0,0,0,0,0,1,2
2018-08-08,"fwiw wont sell  single share  $420 $tsla buyout  im allowed  hold suppo",14,13,230,0,2,0,0,1,0,0,1,0,1
2018-08-08," almost 30 years   public markets including   exec   nyse public co   taken private   large lbo   never seen  level  disregard  securities laws  blatant price manipulation 

$tsla think",3,27,78,2,1,1,1,0,0,0,2,3,3
2018-08-09,"1  baffling  see people root ",31,95,576,0,0,0,0,0,0,0,0,0,0
2017-11-05,"show   lamborghini ",2,1,13,0,0,0,0,0,0,0,1,0,0
2018-08-09,"hey",12,5,24,0,0,0,0,0,0,0,0,0,0
2018-08-09,"another beautiful",0,4,41,0,0,0,0,1,0,0,0,0,1
2018-08-09,"picked   tesla model 3 yesterdayamazing carabsolute beautyloving itthank ",6,22,134,0,0,0,0,0,0,0,0,0,1
2018-08-09,"2 days later",2,3,11,0,0,0,0,0,0,0,0,0,0
2018-08-09,"   $tsla board hey man  420time lets hit  bong  talk    buyout  amazon  apple  merging   tesla  know  can funding  one   payday lending booths   mall",3,4,13,1,2,0,0,0,0,0,0,1,1
2018-08-09,"",7,16,59,0,0,0,0,0,0,0,0,0,0
2018-08-09,"",11,13,12,0,0,0,0,0,0,0,0,0,0
2018-08-09,"",8,16,40,0,0,0,0,0,0,0,0,0,0
2018-08-09,"wheres  8k 

$tsla longs  da fuck  edgar",3,5,24,0,0,0,0,0,0,0,0,0,0
2018-08-09,"today  capitalismit  time ",0,11,6,0,1,0,0,0,0,0,0,0,0
2017-11-07,"  latest opinion column 

  get  280 characters yet  darn",4,2,10,0,0,0,0,0,0,0,0,0,0
2018-08-09,"",0,4,11,0,0,0,0,0,0,0,0,0,0
2018-08-09,"hi max  wrote   yesterday

will tesla   first multibillion dollar corporation migrate   new blockchain cryptography tokenised economy   confident    right",1,12,27,0,0,0,0,1,0,0,3,0,2
2018-08-10," really sweet   big famous guy   household name still goes  conventions   public see  shady  goes   wants     good pr  somethin",11,5,60,0,3,0,1,2,0,2,2,1,5
2018-08-10,"lot  thought put   building",0,10,30,0,1,0,0,0,0,0,0,0,1
2018-08-10," color performance model 3   prefer",33,10,103,0,0,0,0,0,0,0,1,0,2
2018-08-10,"  didnt get  see  ",1,0,29,0,0,0,0,0,0,0,0,0,0
2018-08-10," sued",34,49,130,0,0,0,0,0,0,0,0,0,0
2018-08-10,"absolutely amazing  see",31,232,1100,0,0,0,0,0,0,0,0,0,0
2018-08-10,"turn   ",4,3,15,0,0,0,0,0,0,0,0,0,0
2018-08-10,"insightful comments  segment  

  watching securities fraud  committed realtime 

wheres  8k

wheres 

 $tsla",1,2,9,1,0,0,0,0,0,0,2,1,1
2017-11-07,"",0,4,9,0,0,0,0,0,0,0,0,0,0
2018-08-10,"  think",23,22,111,0,0,0,0,0,0,0,0,0,0
2018-08-10," havent even hu    yet",16,0,210,0,0,0,0,0,0,0,0,0,0
2018-08-10," havent read  single news story  

talking  elon  isnt  ",3,6,171,0,0,0,0,0,0,0,0,0,0
2018-08-10,"",7,4,13,0,0,0,0,0,0,0,0,0,0
2018-08-10,"",0,8,4,0,0,0,0,0,0,0,0,0,0
2018-08-10,"betting  elon hasnt panned  well   long run plenty  teslas diehard holders plan  stick   company   long haul    example  betting   jockey   horse",1,3,14,0,2,0,0,0,0,0,1,0,0
2018-08-10,"",2,3,16,0,0,0,0,0,0,0,0,0,0
2018-08-10,"finance 101 

  

retweet  yeslike  

lmao",1,4,11,0,0,0,0,0,0,0,0,0,0
2018-08-10," new ap drives sooooo smooth   highway    now better   drivingits truly unrealthank ",1,9,33,0,0,0,0,0,0,0,0,0,0
2018-08-11,"thanks great qa",1,24,199,0,0,0,0,0,0,0,0,0,0
2017-11-08,"erdogan  
ridiculous  people  turkey   believed free secular  democratic turkey noticed  shameful day ",27,1500,48,1,1,1,0,0,1,0,1,2,0
2018-08-11,"",1,9,24,0,0,0,0,0,0,0,0,0,0
2018-08-11," opinion means  much     amount  followers   0",3,1,58,0,0,0,0,0,0,0,0,0,0
2018-08-11," funding secured   bumper",3,1,96,0,0,0,0,0,0,0,0,0,0
2018-08-11,"weve updated  bug bounty terms now   accidentally brick  car  security research well help  fix ",13,343,892,0,1,1,1,1,0,1,1,1,1
2018-08-11,"reserved april 1 2016  well woh  wait  owned bmws mercedess   infiniti   blown away  far advanced ",106,213,2600,0,1,0,0,0,0,0,0,1,1
2018-08-11,"hey",3,44,471,0,0,0,0,0,0,0,0,0,0
2018-08-11,"interesting par   course  somewhat boring   comes $tslathe class actions will   least   concerns imho watch  see   tweetedcomes   coming days  weeksnothing anyone sho  long expectsthe gift  keeps  giving",8,12,55,0,4,0,1,1,0,1,0,1,3
2018-08-11,"",0,17,22,0,0,0,0,0,0,0,0,0,0
2018-08-11,"guess     car hacking village ",6,16,113,0,0,0,0,0,0,1,0,0,0
2018-08-11,"  last comment re 

   position long  sho
    teslasolarcity products

never bought    flamethrower
never bought  tesla surfboard",6,1,30,0,1,0,0,0,0,0,0,0,0
2017-11-08,"president",1,8,23,0,0,0,0,0,0,0,1,0,1
2018-08-12,"q3  going    massive blowout  deliveries",1,3,19,0,0,0,0,0,0,0,0,1,0
2018-08-12,"thank ",11,17,219,0,0,0,0,0,0,0,0,0,0
2018-08-12,"congrats   big bro ",7,19,159,0,0,0,0,0,0,0,0,0,0
2018-08-12," can control  temperaturein  carand   housefrom ",2,3,39,0,0,0,0,0,0,0,0,0,0
2018-08-12,"show  two pictures  bumpers  fell  mercedes  toyota autos  repost please  build quality  crap   comparison  ridiculous",8,0,170,1,0,2,0,0,1,0,1,3,1
2018-08-12,"
hi 
im largest supplier  minibuses  ukid like  develop  electric bus using  technology
 team  experienced bus buildersim offering  pay  development costs

tesla fight shows rise  shosellers  wall street",6,6,23,1,2,0,1,2,0,1,4,1,5
2018-08-12,"alternativelybuy  car whose bumper doesnt fall    rain",1,2,42,0,0,0,0,0,1,0,0,1,0
2018-08-13,"elon please make sure    retail investors  $tsla    huge suppoers   ability  invest  $tslap   roth iras  well  brokerage taxable accounts  retirement accounts  many brokerages dont allow investing  private equity 
thanks",1,4,39,0,1,0,1,1,1,0,2,1,3
2018-08-13,"  raining   dallas  last  days    happened just  water   roads plus lost one   aero wheels   heavy rainstorm  far  service center      helpful",20,18,46,0,0,0,0,1,1,0,2,1,2
2018-08-13,"saudi arabia isnt interested  electric cars 

saudi arabias desire  take  big stake  tesla inc reflects  ambitious plan  build  base   kingdom  electriccar production  diversify away  oil",1,11,16,0,2,1,0,1,1,1,1,0,4
2017-11-08,"mr musk  dude  working   government   past  since   fired    targeting current government",0,1,15,0,0,0,1,0,0,0,0,1,1
2018-08-13,"thanks buddy   good things people say   car  absolutely true like never ever buying another ice car thats  truth right ",0,4,19,0,2,0,0,2,0,1,3,0,3
2018-08-13,"hi everyonehere   video  response   camping tweet   posted   packed   tesla model 3there   pics  video proof   loading  car    go",1,5,10,0,0,0,0,0,0,0,1,0,1
2018-08-13,"yo",2,1,19,0,0,0,0,0,0,0,0,0,0
2018-08-13,"dana  come  publish aicles   cheesy gif  elon burning cash   will completely ignore two credible independent car tear  reposone  germany  one  munro saying  model 3 will   profitable",3,2,31,1,1,0,1,1,0,0,2,1,4
2018-08-13,"riddle    news organization repoed   saudis suppoing  goprivate deal mere hours  musk put   blog post  ",7,0,14,0,2,0,0,2,0,3,2,0,2
2018-08-13,"wachtell lipton rosenkatz   great job  $gms chapter 11 restructuring   heargreat choice   charade",0,5,27,0,0,0,0,0,0,0,0,1,2
2018-08-13,"good luck working   kindheaed forwardthinking folks  saudi arabia",0,4,17,0,2,0,0,2,0,2,1,0,3
2018-08-13,"",8,5,21,0,0,0,0,0,0,0,0,0,0
2018-08-13,"hey",0,1,10,0,0,0,0,0,0,0,0,0,0
2018-08-13,"",9,2,23,0,0,0,0,0,0,0,0,0,0
2012-08-30,"tesla supercharger   unveiled    months will   lot   anyone expects",3,43,9,0,0,0,0,0,0,0,0,0,0
2017-11-08,"100",2,32,35,0,0,0,0,0,0,0,0,0,0
2018-08-13,"ive   little experience  

best extreme cold vehicle   ever owned",4,11,129,0,0,0,0,0,0,0,0,1,0
2018-08-13,"   tech highlights  monday 

1 

2 

3 

4 onespace raises $20m ",0,5,14,0,0,0,0,0,0,0,0,0,0
2018-08-13,"  need   ever changing world  visionairs sit  together   shape  future   better   sure like  see",2,39,115,0,0,0,0,0,0,0,0,0,1
2018-08-13," shout  will show   way  
",0,13,20,1,0,0,0,0,0,1,1,0,0
2018-08-13,"hey",10,27,159,0,0,0,0,0,0,0,0,0,0
2018-08-13,"",4,9,19,0,0,0,0,0,0,0,0,0,0
2018-08-13,"update  taking tesla private",0,3,15,0,0,0,0,0,0,0,0,0,0
2018-08-13,"latest",2,12,6,0,0,0,0,0,0,0,0,0,0
2018-08-13,"im excited  work  silver lake  goldman sachs  financial advisors plus wachtell lipton rosenkatz  munger tollesolson  legal advisors   proposal  take tesla private",775,1300,13000,0,1,0,0,1,0,1,2,0,2
2018-08-14,"",1,5,18,0,0,0,0,0,0,0,0,0,0
2017-11-08,"big thanks ",1,3,17,0,0,0,0,0,0,0,0,0,0
2018-08-14,"  put $tsla   quant value algorithm  just sets  computer  fire",3,4,48,0,0,0,1,0,0,0,0,0,0
2018-08-14,"
    biggest ",6,35,67,0,0,0,0,0,0,0,0,0,0
2018-08-14,"great advice ",0,3,5,0,0,0,0,0,0,0,1,0,0
2018-08-14," great read  ",0,7,11,0,0,0,0,0,0,0,0,0,0
2018-08-14,"stick    

 one tells     ever

   decide $tsla fate  

  stand

 will  ",2,0,19,0,1,0,0,0,0,0,0,1,0
2018-08-14,"can someone help  reconcile  statements





either  funding  secured   wasnt

either  securities laws matter   dont ",2,4,12,0,0,0,0,0,0,0,1,0,0
2018-08-14," nailed  dana wachtel represented $tsla  musk  scty deal   representing tesla  ongoing litigation unlikely   switching sides  representing musk 

  likely  working  musk  elon seems   understand  difference chaos",1,6,23,1,3,0,1,1,1,1,1,2,3
2018-08-14,"buying  teslahorrible experience owning  teslatbdi    14 issues  items  required   go  service within two weeks    model 3 everything  paint  rear bumper issueshave bumper  orderforward rear sensor",16,21,56,0,0,0,0,0,0,0,0,1,1
2018-08-15,"",6,9,34,0,0,0,0,0,0,0,0,0,0
2018-08-15,"thanks 



$tslaq",2,22,86,0,0,0,0,0,0,0,0,0,0
2017-11-08,"hey 
think   
turkeys erdogan teslas musk discuss cooperation  turkish firms",0,3,7,0,0,0,0,0,0,0,1,0,1
2018-08-15,"   spot painted now  just need  actual car",2,9,30,0,0,0,0,0,0,0,0,0,1
2018-08-15,"
apparently  staging area  chicago deliveries",10,1,30,0,0,0,0,0,0,0,0,0,0
2018-08-15,"scrubbing  air   house scrubbing  air   x im coveredexcept  still   walk  dogs sho walks  sho walks
thanks",3,3,26,0,0,0,0,0,0,0,0,0,0
2018-08-15,"icymi",0,5,16,0,0,0,0,0,0,0,0,0,0
2018-08-15,"",5,3,30,0,0,0,0,0,0,0,0,0,0
2018-08-15," basically built  entire cheddar company   time  took",1,11,24,0,1,0,0,0,0,0,0,0,0
2018-08-15,"performance",0,3,19,0,0,0,0,0,0,0,0,0,0
2018-08-15,"",0,5,35,0,0,0,0,0,0,0,0,0,0
2018-08-16,"  conference call  investors $nvda ceo jensen huang says ",5,57,1500,0,0,0,0,0,0,0,0,0,0
2018-08-16," first supercharging experience  seem less  amazing    ill never go back  gas",2,6,49,1,0,1,1,0,1,0,0,1,0
2017-11-08,"whoa  just noticed   2012    debate 5yr tech trends  brilliant vcs like",11,27,125,0,1,0,0,1,0,0,1,0,2
2018-08-16,"nvidia makes great hardware high respect  jensencompany  hardware needs  just uniquematched tightly   software",184,337,6600,0,1,0,0,1,0,0,1,0,1
2018-08-16,"  expect  wave  former tesla",1,10,27,0,1,0,0,0,0,1,1,0,1
2018-08-16,"sec pressing",0,13,11,0,0,0,0,0,0,0,0,0,0
2018-08-16,"icymi continued leadership   amazing move  

cc weve updated  bug bounty terms now   accidentally brick  car  security research well help  fix ",0,4,14,0,1,1,1,1,0,1,1,1,1
2018-08-16,"",3,9,37,0,0,0,0,0,0,0,0,0,0
2018-08-16,"getting ready  go ",1,6,17,0,1,0,0,0,0,0,0,0,0
2018-08-16,"  road  norway   worlds first electric aircraft    charging point  ",1,25,51,0,0,0,0,1,0,1,0,0,1
2018-08-17,"will musk get steve jobed  kicked  ",0,9,16,0,0,0,0,0,0,0,0,0,0
2018-08-17,"im also   process  liquidating   equities  assets  allocate  tesla stock ",7,9,33,0,0,0,0,0,0,0,0,0,1
2018-08-17,"amazing stuff m got  help       got  say  new videotalking tech  elon musk",6,109,2000,0,0,0,0,0,0,0,0,0,0
2017-11-08," got heated  timeshere  peters peculiar take   ev future",6,6,48,0,0,0,0,0,0,0,0,0,0
2018-08-17," news media care far  much  ",1,5,85,0,0,0,0,0,0,0,0,0,0
2018-08-17,"thanks",6,5,55,0,0,0,0,0,0,0,0,0,0
2018-08-17,"tesla added  family photo today  thinks itd look better   next gen roadster",5,15,104,0,0,0,0,1,0,0,1,0,1
2018-08-17,"thanks    help man pa 2 couldnt  happened without ",8,29,1400,0,0,0,0,0,0,0,0,0,0
2018-08-17,"scoop inside ",20,43,123,0,0,0,0,0,0,0,0,0,0
2018-08-17,"",29,399,3500,0,0,0,0,0,0,0,0,0,0
2018-08-17," greedy  others  fearfulwarren buffet  just bought  $tsla  $305    bad news    now  think things will  largely positive     go",17,38,196,2,0,2,1,0,1,0,0,3,0
2018-08-17,"disappointing   hour long interview ",31,47,254,0,1,0,0,0,1,0,0,1,0
2018-08-17," just transferred basically   money  buy 

",17,22,86,1,1,0,0,1,0,1,1,0,1
2018-08-17,"  ",1,17,76,0,0,0,0,0,0,0,0,0,0
2017-11-08,"electric car manufacturing  sustainable energy   key topics  discussion  turkeys president recep tayyip erdogan met  tesla ceo elon musk  ankara  wednesday",0,3,6,0,0,0,0,1,0,1,1,0,3
2018-08-17," traditional auto analysts   far  accurate   tesla coverage   tech analysts $tsla",5,6,55,0,0,0,0,0,0,0,1,0,2
2018-08-17,"hi 
id love  comehelp 
ive got 30yrs experience  cars vans busesbuilding vehicles
im largest supplier  buses  uk
id also like  develop  electric bus  britain using",8,14,53,0,1,0,0,2,0,1,0,0,3
2018-08-17,"buying ",78,88,413,0,0,0,0,0,0,0,0,0,0
2018-08-17,"whats  answer",5,10,33,0,0,0,0,0,0,0,0,0,0
2018-08-17,"happy  finally put   first episode   new show ive  working   techcrunch always  little nerve wracking putting   new content hope   like   one  ",4,3,20,0,3,1,0,4,0,2,5,0,6
2018-08-17,"amid repo  widening",2,14,17,0,0,0,0,0,0,0,0,0,0
2018-08-18,"teslas decision  sue ontario may ultimately   undoing  musks company  risks revealing  painful detail teslas dependence  government subsidies  remain  ongoing venture
",40,185,310,2,2,1,3,0,3,0,0,4,1
2018-08-18,"  seen  companys balance sheet",5,3,51,0,0,0,0,0,0,0,0,0,1
2018-08-18," mighty model 3  now   auckland 

well done",6,10,58,1,0,0,1,1,0,0,1,0,2
2018-08-18,"",2,10,26,0,0,0,0,0,0,0,0,0,0
2017-11-09," thought",2,3,8,0,1,0,0,0,0,0,0,0,0
2018-08-19,"",1,14,35,0,0,0,0,0,0,0,0,0,0
2018-08-19," dont know    like  car  thanks  bringing  fine machine  ohio  didnt touch  car   drooled  ",1,3,40,0,0,0,0,0,0,0,1,0,0
2018-08-19,"    spacex ",9,25,226,0,0,0,0,0,0,0,0,0,0
2018-08-19,"elon please remember   loved    can imagine  thankful   much energy passion  awesomeness   put    companies  deserve   happy   proud     love love love   shining crazy diamond",4,3,117,2,5,0,1,7,1,0,4,1,8
2018-08-19,"love  ",1,5,26,0,0,0,0,1,0,0,0,0,1
2018-08-19,"",9,26,223,0,0,0,0,0,0,0,0,0,0
2018-08-19,"version 10",136,100,1200,0,0,0,0,0,0,0,0,0,0
2018-08-19,"just leaving  trip home2 la",9,8,58,0,0,0,0,0,0,1,0,0,0
2018-08-19,"im back   vacation   

heres episode 159 featuring  interview  angel investor tesla superfanmodel s signature",20,44,325,0,2,0,0,2,0,1,2,0,2
2018-08-19,"lets make",2,6,23,0,0,0,0,0,0,0,0,0,0
2017-11-10,"pea repo due next week",0,4,12,0,0,0,0,0,0,0,0,0,0
2018-08-19," everyone  believes ",4,25,90,0,0,0,0,0,0,0,0,0,0
2018-08-20,"just driven   tuscany  belgium1400km zero cost zero emissions zero stress thanks  much    autopilot thanks",1,12,51,0,0,0,0,0,0,0,0,1,0
2018-08-20,"new videotesla factory tour  elon musk",7,27,156,0,0,0,0,0,0,0,0,0,0
2018-08-20," took  two sons   tour   new videotesla factory tour  elon musk",1,3,27,0,0,0,0,0,0,0,0,0,0
2018-08-20,"      summer vacation

 took  9000mile trip  ",4,8,46,0,1,0,0,1,0,1,0,0,1
2018-08-20,"$tsla  threatening $5 trillion  enterprise value  automotive alone  fud  inevitable   also inevitable however ",5,11,53,1,0,1,1,0,0,0,0,1,0
2018-08-20," drove  tesla s60    millennial   engineer  car  stunningly simple personal transpoation reimagined anyone  doesnt suppo  tech  anyone betting ",6,15,73,0,0,0,0,0,0,0,1,0,0
2018-08-20,"remember   times ",2,2,19,0,0,0,0,0,0,0,0,0,0
2018-08-20,"",2,11,24,0,0,0,0,0,0,0,0,0,0
2018-08-21,"",2,10,21,0,0,0,0,0,0,0,0,0,0
2017-11-12,"like catch    latest",0,5,12,0,0,0,0,0,0,1,0,0,0
2018-08-21," great interview  

watch",1,6,27,0,1,0,1,0,0,0,0,0,0
2018-08-21,"breaking",3,7,20,0,0,0,0,0,0,0,0,0,0
2018-08-21,"whoa restructuringi definitely agree   $tsla",2,2,34,0,0,0,0,0,0,0,0,0,1
2018-08-21,"$tsla  going   motions    deal  real  minimize liability   fake deal  doesnt change  nature   original  fake bid",0,5,21,0,1,0,1,1,0,1,2,2,2
2018-08-21,"regarding",13,18,26,0,0,0,0,0,0,0,0,0,0
2018-08-21,"four months   model 3  best car   ever driven  far cant stop smiling  drives everyone  rides  wants one kudos ",3,9,83,0,0,0,0,2,0,0,0,0,3
2018-08-21,"scoop",20,37,62,0,0,0,0,0,0,0,0,0,0
2018-08-21,"scoop",22,20,48,0,0,0,0,0,0,0,0,0,0
2018-08-22,"tld hq   look like  tesla dealer",2,2,344,0,0,0,0,0,0,0,0,0,0
2018-08-22,"hey 
please",9,1,50,0,0,0,0,0,0,0,0,0,0
2017-11-12,"ill   thanks",4,3,30,1,0,1,1,0,1,0,0,1,0
2018-08-22," need  performace upgrade program  early buyers",3,6,74,0,0,0,0,0,0,0,0,0,0
2018-08-22," nicethe one  picked     just red   full self driving option  build quality issues    addressed   drives like  absolute beast",1,1,41,1,0,0,1,0,0,0,0,1,4
2018-08-22,"",0,2,16,0,0,0,0,0,0,0,0,0,0
2018-08-22,"",5,7,142,0,0,0,0,0,0,0,0,0,0
2018-08-22,"coming soon",54,30,677,0,1,0,0,0,0,0,0,0,0
2018-08-22," kiting  texas







$tsla",3,10,28,0,0,0,0,0,0,0,0,0,0
2018-08-22,"come ",2,15,9,0,0,0,0,0,0,0,0,0,0
2018-08-22," 


thats   choose",0,25,60,0,0,0,0,0,0,0,0,0,0
2018-08-22,"wind solar hydro + battery storage tesla powerpack  samoathe quest ",3,15,27,1,1,0,0,0,0,0,0,1,1
2018-08-23,"great elon glad  know  

absolutely  affect   production",6,16,171,0,2,0,0,1,0,0,0,0,2
2011-10-14,"",0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-30,"  goes",3,26,6,0,0,0,0,0,0,0,0,0,0
2017-11-13,"lithium drought looming
  heading   lithium bottleneck repos",0,4,20,0,0,0,0,0,0,0,0,1,0
2018-08-23," walked  stanford shopping center two weeks ago  looked   model 3  scheduled  test drive   next eveningafter  test drive  ordered  cartoday 6 days later    drivewaythanks",2,5,27,0,1,0,0,1,0,1,2,0,3
2018-08-23,"",6,19,50,0,0,0,0,0,0,0,0,0,0
2018-08-23,"im sure  shos thought    brilliant   got confused  attacked  wrong tent",2,3,91,0,2,0,0,1,0,0,1,1,1
2018-08-23,"thanks",1,7,19,0,0,0,0,0,0,0,0,0,0
2018-08-23,"good morning everyone$tsla $tslaq

congratulations ",0,6,35,0,1,0,0,1,0,1,1,0,1
2018-08-23,"    revealed    huge dogandpony show  prop   stock price can  fees   potemkin bankers  clawed back  bankruptcy    much less $  go   vendors  customers $tsla  stiffing $tslaq",2,6,27,1,0,1,1,0,1,0,1,1,1
2018-08-23,"breaking",17,16,40,0,0,0,0,0,0,0,0,0,0
2018-08-23,"  retained  morgan stanley  goldman   goldman leave already  want  interesting scoop find   much   upfront retainer  guys demanded  spin  wheels  reputations   thing",7,4,44,0,0,0,0,0,1,1,0,1,1
2018-08-23," entire time potential buyers dont know  elon musk   bankers   go   explain   well dumb money  ",0,3,12,1,2,0,0,1,0,1,2,1,2
2018-08-23,"hmm will ",1,4,12,0,0,0,0,0,0,0,0,0,0
2017-11-14,"tell us   think ",6,6,15,0,0,0,0,0,0,0,0,0,0
2018-08-23,"  tear apa  model s  interior doors rattle   coming   frame",7,5,18,0,1,1,0,0,0,0,1,0,2
2018-08-24,"keep fighting elon   behind    way  matter  battlewell carry  mate <3  downunder",2,3,56,1,0,0,0,0,0,0,1,1,1
2018-08-24," believe ",16,11,68,0,0,0,0,0,0,0,0,0,0
2018-08-24," talking   public investors   suppoive  optimizing  longterm value creation  quaerly earnings   also  factor  remaining public",727,986,14000,0,1,0,0,0,0,0,0,0,1
2018-08-24,"ceo elon musk tesla will remain  public company",15,33,81,0,1,0,0,0,0,0,0,0,1
2018-08-24," always 10  somewhere",4,2,48,0,0,0,0,0,0,0,0,0,0
2018-08-24,"lets talk    wrote  maybe two roads diverged   yellow woodteslas",3,1,43,0,0,0,0,0,0,0,0,0,1
2018-08-24,"regarding 

  known ceos  will leak     acquisition offer  see   can get  better offer 

steve jobs  buying siri made sure  didnt happen  told founders deal      leaked",2,6,47,0,2,0,0,1,0,1,1,1,2
2018-08-24,"good news",0,12,55,0,1,0,0,1,0,1,1,0,1
2018-08-24,"great  see tesla remain public hey 

 said   holding ",5,10,76,0,1,0,0,0,0,0,0,0,1
2017-11-14," love youuuuuuuuuuuuu",0,1,18,0,0,0,0,1,0,0,0,0,1
2018-08-24,"thanks  thinking  us small investors",4,14,67,0,0,0,0,0,0,0,0,1,0
2018-08-24,"breaking",4,26,61,0,0,0,0,0,0,0,0,0,0
2018-08-24,"",93,120,582,0,0,0,0,0,0,0,0,0,0
2018-08-24,"please likeretweet  larger sample
 $tsla 
polls  large samples   predictive 


$tsla",0,5,6,0,0,1,0,0,0,1,1,0,0
2018-08-24,"betting ",27,21,71,0,0,0,0,0,0,0,0,0,0
2018-08-24,"$tsla wont go private believe market gets thatquestion  think market  getting wrong now  happens 

restructuring aint happening   equity value  need  80+    even give   go",3,3,30,0,1,0,0,0,0,0,0,1,1
2018-08-24," ",4,11,53,0,0,0,0,0,0,0,0,0,0
2018-08-24,"scoop unclear ",39,20,54,0,0,0,0,0,0,0,0,0,0
2018-08-24,"making  debut  corporate today one ",8,49,202,0,0,0,0,0,0,0,0,0,0
2018-08-24,"matte black performance tesla model 3 tesla solar tesla powerwalls tesla everything",5,11,105,0,0,0,0,0,1,0,0,1,1
2017-11-14,"elon look   photo  took",2,0,47,0,0,0,0,0,0,0,0,0,0
2018-08-24,"$tsla buyout  ",2,6,10,0,0,0,0,0,0,0,0,0,0
2018-08-24," good thing   ",0,3,20,0,1,0,0,1,0,1,1,0,1
2018-08-25,"san franciscopolandseattlevancouverboisesalt lake city23superchargers3242 mileszero gaszero emissions memories   lifetime",1,0,15,0,0,0,0,0,0,0,0,0,0
2018-08-25,"got  baby back  drive auto appearance  plano tx",2,8,61,0,0,0,0,1,0,0,0,0,1
2018-08-25,"   version  around 35k usd",3,2,17,0,0,0,0,0,0,0,0,0,0
