"time","text","replies","retweets","likes","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
2018-09-23,"happy",39,160,2700,0,1,0,0,1,0,0,1,0,1
2018-09-23,"thx",13,44,325,0,0,0,0,0,0,0,0,0,0
2018-09-24,"got  model 3  waiting  906 days tesla delivered    home   morning   drove  back   factory   evening  charge  awesome car im going  live    week  ",4,6,51,0,0,0,0,0,0,0,0,0,1
2018-09-24,"just picked   wifes model 3  chance  can add  feature  use  key fobs   ms   carsthanks   devon pa delivery team     10 mins",5,21,99,0,1,0,0,0,0,1,1,0,3
2018-09-24," placed  deposit  ",78,272,4200,0,0,0,0,0,0,0,0,0,0
2017-11-17,"electrons  photons sounds even better",4,6,789,0,0,0,0,0,0,0,0,0,0
2018-09-24,"air conditioning heat exchangers leak water  completely normal",8,6,125,0,0,0,0,0,0,0,0,1,1
2018-09-24," september19 model 3 delivery  cancelled  september 17  postponed   still dont know    getting  car
ive  told   car  associated   account  come  car might  assigned  somebody else",5,6,25,0,1,0,0,0,0,0,1,0,2
2018-09-24,"",30,8,36,0,0,0,0,0,0,0,0,0,0
2018-09-24,"",10,16,38,0,0,0,0,0,0,0,0,0,0
2018-09-24,"hey",5,19,122,0,0,0,0,0,0,0,0,0,0
2018-09-24,"  shoage  car carriers causing ",5,22,76,0,0,0,0,0,0,0,0,0,0
2018-09-24,"just took delivery  model 3 dual motor cant stop giggling thanks",32,127,3500,0,1,0,0,0,0,0,0,0,2
2018-09-24,"  great delivery experience",1,15,89,0,1,0,0,0,0,0,0,0,1
2018-09-24,"four years ago  nice bloke 
now ive driven 
 verdict among  sea  legends  tesla model 3 stacks   one  americas greatest cars",4,26,87,0,0,0,1,0,0,0,0,0,2
2018-09-24,"",1,35,91,0,0,0,0,0,0,0,0,0,0
2017-11-17,"  hear   new tesla roadster 20",0,2,101,0,0,0,0,1,0,0,1,0,1
2018-09-24," takeaway   ",9,31,154,0,0,0,0,0,0,0,0,0,0
2018-09-25,"holy shit im  excited   v9 update thanks",0,9,210,1,1,1,0,1,0,1,1,1,2
2018-09-25,"graduated today   chevy volt  ",3,7,55,0,0,0,0,0,0,0,0,0,0
2018-09-25," 2010 335d bmw  like  riding lawnmower  comparison   model 3  335d   sale  anyone  interested",4,4,21,0,0,1,0,0,1,0,0,0,2
2018-09-25,"id like  introduce optimist prime  long range awd model 3  autopilot  full selfdrivinglamely named   optimistic side   stillcontested 25yr bet  2000 ",8,13,60,0,1,0,0,0,0,0,1,0,4
2018-09-25,"model 3 performance delivered 8 days  ordering keep   fantastic work",6,6,52,0,0,0,0,0,0,0,0,0,1
2018-09-25," think ",4,10,55,0,0,0,0,0,0,0,0,0,0
2018-09-25,"neighbors coming   see  new car  asking every question  can think ofwho needs  pr firm   ",21,55,386,0,1,0,0,0,0,0,0,0,1
2018-09-25,"going  fremont delivery center   bit   box  cookies  employees   give  help  can  new owners love",2,3,32,0,1,0,0,1,0,0,1,0,3
2018-09-25,"  ",4,4,65,0,0,0,0,0,0,0,0,0,0
2017-11-17,"",2,11,22,0,0,0,0,0,0,0,0,0,0
2018-09-25,"",3,9,28,0,0,0,0,0,0,0,0,0,0
2018-09-25,"excellent aicle",5,9,44,0,0,0,0,1,0,0,1,0,1
2018-09-25,"",3,5,30,0,0,0,0,0,0,0,0,0,0
2018-09-25,"  jonny smith",1,5,45,0,0,0,0,0,0,0,1,0,0
2018-09-25,"remember way back ",35,105,636,0,0,0,0,0,0,0,0,0,0
2018-09-25,"thanks new parents baby",3,16,76,0,0,0,0,1,0,0,0,0,1
2018-09-25," battery park powerpack  tesla installed  australia cost 66 million dollars   already generated 17 million

 favorite achievement ",3,14,90,1,1,0,0,2,0,0,2,1,2
2018-09-25,"",10,9,97,0,0,0,0,0,0,0,0,0,0
2018-09-25,"   phenomenal aicle  lays  ",111,972,5400,0,0,0,0,0,0,0,0,0,0
2018-09-26,"",8,6,56,0,0,0,0,0,0,0,0,0,0
2017-11-17,"watch",2,44,67,0,1,0,1,0,0,0,0,0,0
2018-09-26," just received  text message ",5,2,33,0,0,0,0,0,0,0,0,0,1
2018-09-26,"  proves   truth    impoance     destruction  

$tsla
   author   original post says   incorrect  dont accept    still post falsehoods 

   admirable  ",1,3,14,1,0,0,0,1,0,0,3,2,3
2018-09-26,"without tesla  entire $49k$78k market   shrinking  instead  growth  limited    rate   fremont can produce model 3s exclusively   ",2,5,13,1,0,0,0,0,1,0,0,1,2
2018-09-26,"lots  love   tesla community  full  

also thanks ",0,8,36,0,0,0,0,1,0,0,0,0,3
2018-09-26," view   parking lot  work  getting pretty awesome

thanks",0,13,108,0,1,0,0,1,0,0,1,0,1
2018-09-26,"fresh   shower",6,5,48,0,0,0,0,0,0,0,0,0,0
2018-09-26,"  program tesla vehicles  ",3,3,19,0,0,0,0,0,0,0,0,0,0
2018-09-26," 9 months   rwd",7,9,41,0,0,0,0,0,0,0,0,0,0
2018-09-26,"second model 3 dropped   front door yesterday

took 5 minutes easy peasy

well done",4,0,38,0,0,0,0,0,0,0,0,0,1
2018-09-26,"without change something sleeps inside us  seldom awakens  sleeper must awaken thank ",14,36,335,0,0,0,1,0,0,0,0,0,0
2017-11-17,"apollo right now",1,0,91,0,0,0,0,0,0,0,0,0,0
2018-09-26,"tesla model 3  easily outselling  small  midsized luxury car competition",9,56,157,0,1,0,0,1,0,0,0,2,2
2018-09-26,"hey nou sonje edgard st felix jèn gason ki konsevwa epi kreye yon machin elektrik ki te pase nan",4,6,27,0,0,0,0,0,0,0,0,0,0
2018-09-26,"  fully staffed today  im going back tomorrow morningbut  loved  croissantsi brought   paris",1,1,23,0,1,0,0,0,0,0,1,0,1
2018-09-26,"  even  butchered car  makes   angryits",3,4,14,0,0,0,0,0,0,0,0,0,0
2018-09-26,"absolute legends",0,5,31,0,0,0,0,0,0,0,0,0,1
2018-09-26,"",11,10,39,0,0,0,0,0,0,0,0,0,0
2018-09-26,"anyone used autopilot   thunderstorm    last night lol   bit nerve wrecking cuz im new  autopilot   went well youtube video   coming     days thnx",3,5,32,0,1,0,0,0,0,0,0,0,1
2018-09-26,"goes without saying  version 9  

props ",41,74,1100,0,0,0,0,0,0,0,0,0,0
2018-09-26,"
$tsla  addition   new lines   next  months will bring gigafactory cell capacity  35 gigawatt hours back  2014  tesla first unveiled plans   gigafactory musk forecast 35 gwh  cells  2020a goal  many thought   time  outrageous",1,4,20,0,3,0,1,0,0,1,1,0,0
2018-09-26,"pace  innovation    matters   long run",396,1200,13000,0,1,0,0,0,0,0,0,0,1
2017-11-17," way  roadster   looked like",7,3,36,0,0,0,0,1,0,0,1,0,1
2018-09-26,"hey",10,33,106,0,0,0,0,0,0,0,0,0,0
2018-09-26,"youre welcome sorry   delay",27,31,864,1,0,1,1,0,1,0,0,1,0
2018-09-27,"1 genuinely interested   debate againstthe bear argument  $tslaq     guys  open   adult discussion  sec charges  bad regardless however seem  bit flawed  result  slap   wrist
arguments  follow $tsla",1,2,12,5,1,2,2,0,2,1,0,3,3
2018-09-27," guys might disagree     crypto  just fine wout  sec really ",0,3,12,1,0,0,0,0,0,0,0,1,0
2018-09-27,"im still",1,8,45,0,0,0,0,0,0,0,0,0,0
2018-09-27,"meanwhilewhile  autopilot  car swerved away   ceain collision thanks",1,6,49,1,0,0,0,0,0,0,0,1,0
2018-09-27,"   secnot investigated    infamous shosor   go   tube  move  marketelon   disrupter   fear    everything 
never let  bastards win",6,29,97,2,0,1,2,0,0,0,0,2,0
2018-09-27," sec ",3,8,16,0,0,0,0,0,0,0,0,0,0
2018-09-27,"given  speed  ",15,9,66,0,0,0,0,0,0,0,0,0,0
2018-09-27," sec case will   minor chapter   history ",1,19,99,0,0,0,1,0,1,0,0,1,0
2013-02-19," final word  ",15,177,58,0,0,0,0,0,0,0,1,0,1
2017-11-17,"",3,1,43,0,0,0,0,0,0,0,0,0,0
2018-09-27,"ill go    ship   give   fight   sustainable future  much bigger   tweet  stand behind",85,57,280,2,1,1,2,0,1,0,0,2,0
2018-09-27,"definitely  selling got   hundred shares  will keep   long   feel tesla  use  suppo still love  model s  well behind",3,7,32,0,1,0,0,1,0,0,0,0,2
2018-09-27,"team tesla austin club members volunteering  deliver 240 vehicles  end qtr pushgetting orientation tonight   push",7,3,31,0,0,0,0,0,0,0,1,0,0
2018-09-27,"  love  ",3,14,37,0,0,0,0,1,0,0,0,0,1
2018-09-27,"breaking sec charges",0,15,77,0,0,0,0,0,0,0,0,0,0
2018-09-27,"  sec   interest  protecting investors must  also consider whether",12,3,29,0,0,0,0,0,0,0,1,0,2
2018-09-27,"ayo",0,2,18,0,0,0,0,0,0,0,0,0,0
2018-09-27,"sec suit alleges ",9,133,290,0,0,0,0,0,0,0,0,0,0
2018-09-27,"  dashboard   awesome proofofconcept   works ",1,11,53,0,0,0,0,0,0,0,0,0,0
2018-09-27," house  slowing turning  ",4,3,26,0,0,0,0,0,0,0,0,0,0
2017-11-17," 
fastest production car   world",2,16,143,0,1,0,0,0,0,0,0,0,1
2018-09-27,"day 3> sorry just wanna drop  first consoleloggood morning world  924  gmt",0,5,9,0,0,0,0,0,0,0,0,0,0
2018-09-27,"",4,5,15,0,0,0,0,0,0,0,0,0,0
2018-09-27,"breaking  
tesla ceo elon musk comments  emailed statement 
musk saddened  disappointed  unjustified sec action 
musk saddeneddisappointed 
 musk cant serve  officer  director  tesla  ",2,13,19,1,0,1,0,0,1,0,4,3,4
2018-09-28,"cantlol
 day one   wildest dreams came truethat   best rocket launch ever",7,4,100,1,1,0,0,0,0,0,0,0,1
2018-09-28,"dont panic <U+2661>",7,9,262,0,0,0,1,0,0,0,0,1,0
2018-09-28," new baby arrived",18,21,245,0,0,0,0,1,0,0,0,0,1
2018-09-28," 1st tweet  made  account  simply let 

 team ",16,43,250,0,0,0,0,0,0,0,2,0,0
2018-09-28,"picked   dual motor model 3 today    smile   face  150 miles   drive home  incredible   incredible  seems  good   real  im dreaming dont wake   thank ",336,671,14000,0,1,0,0,2,0,2,3,0,4
2018-09-28,"",2,13,93,0,0,0,0,0,0,0,0,0,0
2018-09-28,"dear 
today ten years ago falcon 1   first successful launch
just   days afterwards tesla got  best ceo   history   company 
keep   great
 got  backs

",0,14,28,0,2,0,0,1,0,0,1,0,3
2017-11-17,"please say ",2,2,15,0,0,0,0,0,0,0,0,0,0
2018-09-28,"congrats wendy  may  welcome    midnight silver club",3,2,129,0,0,0,0,0,0,0,0,0,0
2018-09-28,"   believes  
$tsla $tslaq",5,15,73,0,0,0,0,0,0,0,0,0,0
2018-09-28,"   first  probably  tweet  reason  got twitter   show   tattoo  love   hppe one day  can  one   amazing automobiles",13,17,107,0,0,0,0,1,0,0,1,0,2
2018-09-28,"    ",23,45,771,0,0,0,0,0,0,0,0,0,0
2018-09-28,"mine went perfectly love  car thanks elon ",12,25,348,0,0,0,0,1,0,0,0,0,1
2018-09-28,"sad experience   model 3  far took delivery   car  couple offitting issues waiting   5 weeks   taken care   thengot  cold battery warning    hot day  california now car drives   pillar  autopark",5,17,35,2,1,0,1,0,0,0,0,2,2
2018-09-28,"",11,12,37,0,0,0,0,0,0,0,0,0,0
2018-09-28,"1  show  suppo ",10,8,36,0,0,0,0,0,0,0,1,0,0
2018-09-28,"scoop",15,45,102,0,0,0,0,0,0,0,0,0,0
2018-09-28," tesla achieves model 3 production goal  record quaer  2 days still  go",40,109,666,0,1,0,0,0,0,0,0,0,2
2017-11-17,"dont worry casey elon thought    course  new motion required",3,12,228,0,3,0,1,0,1,0,0,1,0
2018-09-28," im casually superchargingwalking around lots  people  waiting longer  line  spend lots  money  put lots  flammable liquid   vehicles 

thanks",5,22,168,1,1,0,0,1,0,1,1,0,1
2018-09-28,"even  elon steps ",5,4,50,0,0,0,0,0,0,0,0,0,0
2018-09-28,"first  dreamt  getting ",44,142,2600,0,0,0,0,0,0,0,0,0,0
2018-09-28,"",5,6,29,0,0,0,0,0,0,0,0,0,0
2018-09-28,"yes   happened im still  little  shock smooth process  delivery car  awesomeso fast   even  performance model thank ",9,17,92,1,1,0,1,0,0,1,0,1,2
2018-09-29," one dumb tweet will cost",8,18,40,0,0,0,0,0,0,0,0,1,0
2018-09-29,"

   ",5,6,26,0,0,0,0,0,0,0,0,0,0
2018-09-29,"breaking",25,111,218,0,0,0,0,0,0,0,0,0,0
2018-09-29,"  words ",8,33,165,1,0,0,0,0,0,0,0,1,0
2018-09-29,"",5,21,39,0,0,0,0,0,0,0,0,0,0
2017-11-17,"mission failed well get em next time",16,13,364,0,1,0,0,0,0,0,0,0,0
2018-09-29,"took delivery  ",14,40,282,0,1,0,0,0,0,0,0,0,1
2018-09-29,"",9,30,84,0,0,0,0,0,0,0,0,0,0
2018-09-29,"lets obviously understand  sec fine ",8,41,377,0,0,0,0,0,0,0,0,0,0
2018-09-29," will   ",2,3,39,0,0,0,0,0,0,0,0,0,0
2018-09-29,"",5,22,141,0,0,0,0,0,0,0,0,0,0
2018-09-29,"just fyi 

  currently  hiatus  
  available  laurie bream  step   chair  sec settles charges  teslas elon musk will remain  ceo  relinquish chairman role",9,19,117,0,0,0,0,0,0,0,1,1,1
2018-09-29," finally  thank ",6,15,153,0,1,1,0,1,0,1,1,0,1
2018-09-29," $20 million fine will  paid ",2,33,24,0,0,0,0,0,0,0,0,0,0
2018-09-29," afternoon well spent  teslas fremont delivery hub   volunteer  much      chatting  folks waiting  pick   carsanswering questions  model 3  stoked    pa  iphone moment  cars",4,15,85,0,2,0,1,1,0,0,1,1,4
2018-09-29,"superb home delivery service ",17,46,463,0,1,0,0,0,0,0,0,0,2
2017-11-17,"hopefully  preorder turns    expect   get  full release",2,3,76,0,1,0,0,0,0,1,1,0,2
2018-09-29," first   new car wow  fun",0,2,30,0,1,0,0,1,0,0,0,0,1
2018-09-29,"",2,7,28,0,0,0,0,0,0,0,0,0,0
2018-09-29,"alright",0,4,37,0,0,0,0,0,0,0,0,0,0
2018-09-29,"
3 year  chairman title   2 years

$20 million penalty  musk   $10m

2 new independent directors",59,225,504,1,0,0,1,0,1,0,2,1,2
2018-09-29,"  way got home",12,27,261,0,0,0,0,0,0,0,0,0,0
2018-09-29,"  sec bars ",7,18,39,0,0,0,0,0,0,0,0,0,0
2018-09-29,"cou records state",2,13,12,0,0,0,0,0,0,0,0,0,0
2018-09-29,"  even doubt heres ",3,21,70,0,0,0,1,0,1,0,1,1,0
2018-09-29,"wow buy oppounity shoers delight im looking forward   delivery",1,6,45,0,2,0,0,1,0,0,0,0,3
2018-09-29," thought  one point  model 3   awesome uv coating  turned orange   pieces  glassif     now    middle pa",13,11,59,0,1,0,0,0,0,0,0,0,1
2017-11-17," jealous",10,7,289,1,0,1,0,0,0,0,0,1,0
2018-09-29,"  minutes away  first deliveries   tysons tyco road delivery centerwe  ",8,19,299,0,1,0,0,0,0,0,0,0,1
2018-09-29,"",5,4,105,0,0,0,0,0,0,0,0,0,0
2018-09-29,"will  definitely moving heavily towards direct  workhome delivery  cars",125,71,1200,0,1,0,0,0,0,0,0,1,1
2018-09-29," dreaming  model 3 since  original presentation  week  dream came true  placed  order  092418  recieved  car  092818 car  perfect thank ",10,19,120,0,1,0,0,1,0,0,1,0,2
2018-09-29,"im  rich  grew  poor w  single mom til   14 step dad isnt rich  took  loans  go  college  engineering thankfully   well now  still  rich  live cheap  car  definitely financially irresponsible mom yelled    getting  lol",33,2,389,0,0,0,0,0,0,0,0,2,0
2018-09-29,"keep   great work even   long day  beyond happy  grow  tesla family  two",4,5,119,0,3,0,0,2,0,0,2,0,2
2018-09-29,"delivering 270 teslas today  littleton co",5,15,58,0,0,0,0,0,0,0,0,0,0
2018-09-29,"2 years 5 months  27 days later ",8,14,105,0,0,0,0,0,0,0,0,0,0
2018-09-29,"happy 1st bihday roxy vin 
14562 miles  pure joy  bliss roxy  truly get better  age",8,32,379,0,1,0,0,3,0,0,1,0,3
2018-09-29,"ive designed futuristic vehiclesrobots  guillermo del toro neill blomkampjim cameron    relay   new tesla m3   glorious cuttingedge hyper beast  can take    bank",41,237,2300,1,0,0,1,0,0,0,1,1,0
2017-11-17,"101 tesla semi roadster 20pickup pics",0,5,9,0,0,0,0,1,0,0,1,0,1
2018-09-29,"exclusive  got 147 pages  complaints   sec ",19,51,116,0,0,0,0,0,0,0,0,0,0
2018-09-29,"skimming briefly  appears  complaints  largely  shos  saying  arent valid    quite   thing",21,8,90,0,0,0,0,0,0,0,0,0,0
2018-09-30,"best wishes ",3,10,82,0,0,0,0,0,0,0,0,0,0
2018-09-30,"ive dreamt   clean electric car future since   young  time  come   tesla model 3  amazing fun fast   blast  drive thank ",2,9,70,1,3,0,1,4,0,3,1,1,5
2018-09-30,"1 want   among  first  congrat",2,8,64,0,0,0,0,0,0,0,0,0,0
2018-09-30,"  cant afford  full size",8,13,112,0,0,0,0,0,0,0,0,0,2
2018-09-30,"look   got    love",6,12,82,0,0,0,0,1,0,0,0,0,1
2018-09-30,"picked ",14,33,233,0,0,0,0,0,0,0,0,0,0
2018-09-30,"got  model 3 performance today omfg  awesome  never want  drive  gas car  put  foot   floor   instantly giddy like  school girlthanks",27,87,623,0,0,0,0,0,0,0,1,0,1
2018-09-30,"took delivery  ",7,12,73,0,1,0,0,0,0,0,0,0,1
2017-11-17," think ive worked ",1,7,9,0,0,0,0,0,0,0,0,0,0
2018-09-30,"   thoughts    former sec chief   secs office  internet enforcement",7,16,29,0,0,0,0,0,0,0,0,1,0
2018-09-30,"super stoked   pa  ",11,21,254,0,0,0,0,0,0,0,0,0,0
2018-09-30,"today  grandma got  car   dreams   worked   hard  thank   much",12,28,209,0,0,0,0,0,0,0,0,0,0
2018-09-30," allout sunday urges",1,15,128,0,0,0,0,0,0,0,0,0,0
2018-09-30,"can  imagine  fined $40 million   errant tweet thats  happened  

moral think   tweet  think  theres  editor  save    folly",5,15,25,1,0,0,0,1,0,0,2,2,2
2018-09-30," just took delivery   car ive never test driven  even  inside     car  ever suited  better  thrilled    knew  awesome  tesla     feel   beyond compare thanks  revolutionizing  auto industry",12,55,351,0,1,0,0,0,0,0,0,0,1
2018-09-30,"finally took delivery   model 3dwoh every millisecond  waited thank ",7,20,156,0,2,1,0,1,0,1,1,0,3
2018-09-30,"indeed  movement like    kind woman  complete stranger   approached   whole foods parking lot gave  old dad    demonstration ride   new model 3 simply   shared  boundless enthusiasm  expressed ",2,17,68,0,1,0,1,2,0,1,1,1,3
2018-09-30,"last day   historic worldchanging effo nothing will      congrats  yall just feel  shake   caused   massive plugin electric car sales boom  september  remember",1,8,43,0,0,0,0,1,0,1,0,0,1
2018-09-30,"heres  speech  prepared earlier   1  new independent directors  
global market perspectives  lithium batteries  oh   one 


help   tweeps xx
ping 

  solar panels  just  consumer item
like  tv set

solar disrupting electricity",1,16,36,0,1,0,0,0,0,0,1,0,3
2017-11-17," one  thingheres  060mph  19 seconds 

  study going  plaid",4,7,13,0,0,0,0,0,0,0,0,0,1
2018-09-30,"",2,19,80,0,0,0,0,0,0,0,0,0,0
2018-10-01,"",3,7,25,0,0,0,0,0,0,0,0,0,0
2018-10-01,"woh  wait",6,8,87,0,1,0,0,0,0,0,0,1,0
2018-10-01,"stopped   light   ice vehicle   immediately surrounded  5 teslas 2 model 3s 2 ss 1 x never felt  diy   life",3,9,87,0,1,0,0,0,0,0,0,1,2
2018-10-01,"",2,14,65,0,0,0,0,0,0,0,0,0,0
2018-10-01,"7 years ago today 10111  took  photo  one   first model ss   launch event  fremont   got  ride    become  future  automotive tech  must  liked  since  bought two ss  two xs sincethanks",8,36,282,0,1,0,0,0,0,0,0,0,2
2018-10-01,"one tweet cost",3,10,32,0,0,0,0,0,0,0,0,0,0
2018-10-01,"evening brains

im trying  follow  many   new 

  effo  keep    loop

 love seeing smiling faces love  

please follow  back 

 promise  provide useless info  return",1,5,22,0,0,0,0,3,0,0,2,1,5
2018-10-01,"loving  new tesla model 3  fast  comfoable  safe",9,26,145,0,0,0,0,2,0,0,2,0,3
2018-10-01," tweet   approved ",3,4,164,0,0,0,0,0,0,0,0,0,0
2013-02-28,"  knowmodel s plays  song  request",17,69,27,0,0,0,0,0,0,0,0,0,0
2017-11-17," new tesla semi will travel 500 miles   single charge
",1,5,8,0,0,0,0,0,0,0,0,0,0
2018-10-01,"",1,9,32,0,0,0,0,0,0,0,0,0,0
2018-10-02,"  shame   owning ",1,3,16,0,0,1,1,0,1,0,0,1,0
2018-10-02,"5 schedules 4 drivers 3 cars 2 carpools 1 solutiontesla model 3it also happens    best car everso  love  hated  leave  alone   garagethank ",8,28,157,0,0,0,0,1,1,1,0,1,2
2018-10-02,"congratulations glad  meet another proud 3 generation owner suppoing ",4,5,27,0,2,0,0,2,0,0,1,0,2
2018-10-02,"1st experience w",10,19,189,0,0,0,0,0,0,0,0,0,0
2018-10-02," think  sometimes forget    effective someone    advocate   cause     attacked

sound familiar 17  think  sometimes forget    effective someone    advocate   cause     attacked avenatti may   tv  lothe may   legal brawlerbut   proven trump   allies   liars      thats  hes  tv",3,25,121,0,0,0,0,0,0,1,5,1,3
2018-10-02,"breaking",22,27,92,0,0,0,0,0,0,0,0,0,0
2018-10-02,"five days    couldnt  happier dont believe  fud panel gaps great paint great everything else   carfantastic   found  sitting   desk looking forward   commute",11,38,288,0,0,0,0,1,0,0,1,0,3
2018-10-02,"proudly raising  next generation  ",31,53,738,0,0,0,0,0,0,0,0,0,0
2018-10-02,"garage   4 teslas      put  5th  6thtesla vlog tomorrow will introduce  newest addition model 3",40,42,456,0,1,0,0,0,0,0,0,0,1
2017-11-17," new 
",1,19,63,0,0,0,0,0,0,0,0,0,0
2018-10-02,"q3 deliveries show  tesla crushes quaerly delivery record  83500 deliveries  q3",0,8,62,0,1,0,0,0,0,0,1,0,1
2018-10-02,"though  eyes   ",1,33,110,0,0,0,0,0,0,0,0,0,0
2018-10-02,"congratulations",0,21,208,0,0,0,0,0,0,0,0,0,0
2018-10-02,"final numbers  now    estimations",6,42,176,0,0,0,0,0,0,0,0,0,1
2018-10-02," just forked 

 youre welcome",0,18,40,0,0,0,0,0,0,0,0,0,0
2018-10-02," just found  video  elons speech inside  factory  day  really  post  everything  said  happen  fact happened     actually  ",8,6,55,0,1,0,0,1,0,0,2,0,2
2018-10-03,"scoop",29,32,80,0,0,0,0,0,0,0,0,0,0
2018-10-03,"im  bought  daughter  new car 13 years early",3,8,42,0,0,0,0,1,0,0,0,0,1
2018-10-03,"finally taking  baby   thank ",1,5,92,0,1,1,0,2,0,1,1,0,2
2018-10-03,"   matter  time     matter  time  <U+2066>",1,7,33,0,1,0,0,0,0,0,0,0,0
2017-11-17,"hey",1,2,24,0,0,0,0,0,0,0,0,0,0
2018-10-03,"     objectively want  destroy  people  pursue  dreams    want  destroy  people helping us 

 great  informative video   america wants  see ",2,7,13,0,0,0,0,0,0,0,0,0,0
2018-10-03,"
 anyone seen   us navys first nc37b caew conformal airborne early warning aircraft looks like  say  almost  good looking   model 3it  based    gulfstream 550",3,8,78,0,1,0,1,1,0,1,1,0,2
2018-10-03,"tesla model x    sold car   kind  norway  september 2018not just ev   kind 477   car sales  pure evs   new record   norway  world wide",2,7,27,0,0,0,0,1,0,0,1,0,2
2018-10-03,"",2,4,36,0,0,0,0,0,0,0,0,0,0
2018-10-03,"im  little obsessed ive never   much fun driving  car  fact  doesnt even feel like  car   new incredible experience   need try    wont want  go back thanks",259,847,11000,0,2,0,0,1,0,0,1,0,1
2018-10-03,"ya took   tony grove  day  got ",7,60,79,0,0,0,0,0,0,0,0,0,0
2018-10-03," wasnt sure  needed  tesla   listening  ride  lightning",5,25,245,1,0,0,1,0,0,1,0,0,0
2018-10-03,"still   stinks 44 hours  delivery",26,18,71,0,1,0,0,0,0,0,0,0,1
2018-10-04,"exactly shosellers  value destroyers  definitely  illegal",419,206,1400,1,0,1,1,0,1,0,0,1,0
2018-10-04,"nearly everything youve done   last 2 years  illegal",11,8,66,1,0,1,1,0,1,0,0,1,0
2017-11-17,"",0,6,13,0,0,0,0,0,0,0,0,0,0
2018-10-04,"focus  making cars  getting  cf positive youve got  substantial liquidity needs coming   im sorry   opinion  shos  irrelevent",4,2,71,0,1,0,0,0,0,0,0,0,1
2018-10-04,"  say    done   interrupt    one week   model 3  im still   moon  love   brilliant car keep pushing  boundaries",6,42,206,1,1,0,0,2,0,1,1,1,3
2018-10-04,"",5,4,27,0,0,0,0,0,0,0,0,0,0
2018-10-04,"elon  love    defend   forks  villains wielding lightsabers   think  time  stop minding  sho sellers",2,1,34,0,1,0,1,1,0,0,0,0,2
2018-10-04," whole market   illegal",8,2,45,1,0,1,1,0,1,0,0,1,0
2018-10-04,"uncovering   frauds like enron tyco worldcom valeant mimidex novastar madoff etc  clearly harmful  society",1,3,34,1,0,1,1,0,1,0,0,1,0
2018-10-04," quaint outlaw sho selling  let fraudsters  whatever  want tolike  sho sellers made   420$ done deal buyout bs",3,6,41,0,1,0,0,2,0,1,2,1,2
2018-10-04," work   solar industry   solar    tesla  texas  movement  coming right   eyes even  oil country",2,3,26,0,1,0,0,0,0,0,0,0,0
2018-10-04,"
 believe ",1,23,46,0,0,0,0,0,0,0,0,0,0
2018-10-04,"  sorry   sub standard pas  supply   3rd pay shops new tesla hood delivered todayedges chewed upoh snd  missing  drivers side studs  mount   hingesliterally useless payour team  making really great products",6,10,43,1,1,1,2,1,1,0,2,3,2
2017-11-17," scam people  supply drops   scam people  csgo lotto",8,6,229,0,0,0,0,0,0,0,0,0,1
2018-10-04,"moi  parody    paradeez nuts   face",1,3,45,0,0,0,0,0,0,0,0,0,0
2018-10-04," >10000 brilliant team members  53 million square feet  manufacturing  office space nothing absolutely nothing prepares    hive ",0,7,18,0,1,0,0,1,0,0,2,1,1
2018-10-04," companies deserve  go bankrupt especially frauds 

bad companies absorb capital   harm society via oppounity costs destroying    

sho sellers   impoant corrective   system",2,7,33,3,1,1,4,0,3,0,2,4,2
2018-10-04," feel conflicted
 think 
  think",33,18,230,0,0,0,0,0,0,0,0,0,0
2018-10-04," sucks especially  candice  far along rn  dont   take   roadside assistance can get   asap    service    mobile  tesla sorry man",3,5,274,0,1,0,0,0,0,0,0,0,1
2018-10-04,"california  setting  great example  renewable energy
",1,27,33,0,0,0,0,0,0,0,0,0,0
2018-10-04,"  failure",8,30,103,0,0,1,1,0,1,0,0,1,0
2018-10-04,"take  moment  process thisin 4 months  owning ",2,3,34,0,0,0,0,0,0,0,0,0,0
2018-10-04,"evening brains

3 status updates   day lucky 

 one will  fun  now  know  s

 cookie   favorite

       

absolutely nothing just humor    moment

none    comment",15,4,13,0,1,0,0,3,0,1,1,0,5
2018-10-04,"mr musk
  tweets   antics    biggest shoseller       disservice   shareholders  devaluing",2,2,30,1,0,1,0,0,1,0,0,1,0
2017-11-17,"",2,10,29,0,0,0,0,0,0,0,0,0,0
2018-10-04," hate  take credit ",34,12,103,1,0,1,1,0,1,0,1,1,1
2018-10-04,"called",0,8,19,0,0,0,0,0,0,0,0,0,0
2018-10-04,"
 took  babyboomer fatherinlaw   highland park il tesla center   first test drive  p3d  staff quickly convinced   drive   first reaction  priceless  got  hang  autopilot ",2,2,27,0,0,0,0,0,0,0,2,0,2
2018-10-04,"interesting tidbit ",19,22,105,0,0,0,0,0,0,0,0,0,1
2018-10-04,"nope  even close just  guy   iphone =",3,6,59,0,0,0,0,0,0,0,0,0,0
2018-10-04,"congrats",4,4,15,0,0,0,0,0,0,0,0,0,0
2018-10-04,"  pull    market  october   

ready lets go

 go deeper  topics like",0,10,14,0,1,0,0,0,0,0,0,0,1
2018-10-04,"tesla expect  blockbuster third quaer $tsla 
$tsla",4,11,34,0,1,0,0,0,0,1,1,0,1
2018-10-04,"data shows",0,8,35,0,0,0,0,0,0,0,0,0,0
