"","Date","text","replies","retweets","likes","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"482",2018-06-26,"goldman reiterates sell  tesla  expects model 3 deliveries  miss estimates",8,18,30,0,0,0,0,0,0,0,0,0,1
"483",2018-06-27,"elon musk  repoedly running  exclusive private school   spacexs headquaers",3,26,36,0,0,0,0,0,0,0,1,0,0
"484",2018-06-27,"elon musk said   companywide email  model 3 production skeptics     rude awakening",12,26,70,0,1,0,0,0,0,0,0,0,2
"485",2018-06-27,"elon musk said   companywide email  model 3 production skeptics     rude awakening",1,12,40,0,1,0,0,0,0,0,0,0,2
"486",2018-06-28,"theyll get money   need  tesla bull explains  hes still optimistic",1,3,13,1,1,0,0,1,0,1,1,0,1
"487",2018-06-28,"tesla  allowing  model 3 reservation holders  noh america  order  electric sedans    additional price  $2500",7,7,12,0,0,0,0,1,0,1,0,0,2
"488",2018-06-28,"tesla  asking model 3 reservation holders  another $2500  order  cars",9,16,14,0,0,0,0,0,0,0,0,0,1
"489",2018-06-28,"tesla  lagging  model 3 production workers tell reuters",4,7,5,1,2,1,0,0,1,0,0,1,2
"490",2018-06-28,"phtesla test driver says next roadster will  proper weapon  060 mph speed claims  actually conservative",1,4,21,0,0,0,0,1,0,0,1,0,2
"491",2017-03-29,"teslas   make  record high  heres  im cashing  trader",2,6,5,0,0,0,0,0,0,0,0,0,0
"492",2018-06-28,"bill gates says gamer bots  elon muskbacked nonprofit  huge milestone  ai",0,9,27,0,0,0,0,0,0,0,0,0,0
"493",2018-06-28,"bill gates says gamer bots  elon muskbacked nonprofit  huge milestone  ai",0,10,26,0,0,0,0,0,0,0,0,0,0
"494",2018-06-28,"tesla test driver says next roadster will  proper weapon  060 mph speed claims  actually conservative",6,12,39,0,0,0,0,1,0,0,1,0,2
"495",2018-06-29,"billionaires like jeff bezos mark cuban  elon musk think meetings can   complete waste  time heres   meetings   major productivity killer",3,42,79,0,1,1,0,0,0,0,0,1,2
"496",2018-06-29," case   wondering    time  elon musk barack obama  4  successful people go  bed via",5,16,30,0,2,0,1,1,1,0,1,1,1
"497",2018-06-29,"tesla  sta turning  profit  year says analyst",4,22,39,0,1,0,0,0,0,0,1,0,1
"498",2018-06-29,"teslas stock   nearly 2000   $17 per share ipo   held eight years ago today",5,19,29,0,1,0,0,1,0,0,1,0,1
"499",2018-06-29,"tesla still isnt profitable 8 years   ipo   hasnt  alone",2,9,5,0,0,0,0,0,0,0,0,0,0
"500",2018-06-29,"teslas nearly 2000 gain   ipo eight years ago shows power  disruption  profits",7,12,41,1,1,0,1,1,0,1,0,1,1
"501",2018-06-29,"teslas ipo  8 years ago today  take  look back   electric vehicle makers growth ever since",0,14,11,0,0,0,0,1,0,1,0,0,2
"502",2017-03-30,"spacex chief musk sets new bar  reusable rocket engine",1,26,40,1,0,0,0,0,0,0,0,0,0
"503",2018-06-29,"tesla  allowing  model 3 reservation holders  noh america  order  electric sedans    additional price  $2500",4,9,7,0,0,0,0,1,0,1,0,0,2
"504",2018-06-29,"tesla  asking model 3 reservation holders  another $2500  order  cars",4,8,12,0,0,0,0,0,0,0,0,0,1
"505",2018-06-29," selffunded staup  trying  beat tesla   market   electric trucks",1,28,36,0,0,0,0,1,0,1,0,0,1
"506",2018-06-29,"elon musk tweets  features   new tesla pickup truckand hes taking suggestions",4,4,13,0,0,0,0,0,0,0,0,0,0
"507",2018-06-30," teslas effo  revamp  cars  made puts elon musk   company  pressure",6,9,18,0,0,0,0,0,0,0,0,1,0
"508",2018-06-30," case   wondering    time  elon musk barack obama  4  successful people go  bed via",6,6,18,0,2,0,1,1,1,0,1,1,1
"509",2018-06-30,"elon musk said   companywide email  model 3 production skeptics     rude awakening",10,7,37,0,1,0,0,0,0,0,0,0,2
"510",2018-06-30," case   wondering    time  elon musk barack obama  4  successful people go  bed via",4,17,38,0,2,0,1,1,1,0,1,1,1
"511",2018-07-01," just became  real car company read  elon musk said  tesla churned  5000 model 3s",9,16,54,0,0,0,0,0,0,0,1,0,2
"512",2018-07-01,"tesla meets selfimposed deadline  model 3 rolls  5000 cars   week reuters",20,76,132,0,0,0,0,0,0,0,0,0,1
"513",2017-04-02,"tesla beats expectations delivering  record 25000 vehicles  q1",5,58,98,0,0,0,0,0,0,0,0,0,0
"514",2018-07-01,"kimbal musk backs  restaurant chain  charges lower prices  poor neighborhoods",4,9,22,0,0,0,0,0,1,0,0,1,0
"515",2018-07-01," tesla can   keep  bears  bay   pivotal trading week via",2,6,6,0,0,0,0,0,0,0,0,0,0
"516",2018-07-02," shouting elon musk  changing rules inside teslas model 3 sprint",3,8,18,0,0,0,0,0,0,0,0,0,1
"517",2018-07-02," shouting elon musk  changing rules inside telsas model 3 sprint",0,17,14,0,0,0,0,0,0,0,0,0,1
"518",2018-07-02,"tesla produced 7000 cars including 5000 model 3 electric sedans   last week  q2",0,4,21,0,0,0,0,1,0,1,0,0,3
"519",2018-07-02,"kimbal musk backs  restaurant chain  charges lower prices  poor neighborhoods",1,3,20,0,0,0,0,0,1,0,0,1,0
"520",2018-07-02,"tesla will  profitable  september says gene munster",7,9,32,0,0,0,0,0,0,0,0,0,0
"521",2018-07-02,"can tesla sustain production  5000 model 3 vehicles per week two analysts debate  closing bell",20,15,57,0,1,0,0,0,0,0,0,0,3
"522",2018-07-02,"fords european boss escalates  growing feud  tesla",1,4,4,1,0,0,0,0,0,0,0,1,0
"523",2018-07-02,"tesla shares closed  despite model 3 goal announcement   company still   lot  prove",4,12,10,0,1,0,0,0,0,0,0,0,2
"524",2017-04-03,"tesla shares hit alltime high  strong deliveries numbers",5,29,20,1,0,0,0,0,0,0,0,1,1
"525",2018-07-02,"",4,9,13,0,0,0,0,0,0,0,0,0,0
"526",2018-07-02,"tesla downgraded  sell  cfra predicts model 3 production rate   sustainable",1,8,12,0,1,0,0,0,0,0,0,0,2
"527",2018-07-02,"elon musk sleeps   desk even   youtube star raised $9000   couch",0,16,24,0,1,0,0,1,1,0,1,0,1
"528",2018-07-02,"dell tesla  kkr  making headlines  morning",0,9,6,0,0,0,0,0,0,0,0,0,0
"529",2018-07-02,"billionaire elon musk  changing  plan   tunneling venture",5,9,18,0,1,0,0,0,0,0,0,0,0
"530",2018-07-02,"tesla engineering leader doug field  left  company",2,19,13,0,0,0,0,0,0,0,1,0,1
"531",2018-07-03,"wall street   impressed  teslas model 3 milestone stock falls   negative notes",3,3,10,0,0,0,0,0,1,0,0,1,1
"532",2018-07-03,"wall street seems unimpressed  teslas model 3 production milestone via",0,9,11,0,1,0,0,0,0,0,0,1,2
"533",2018-07-03,"tesla stopped  brake  roll test   pushed  hit model 3 goals",1,8,5,1,0,0,0,0,0,0,0,1,1
"534",2018-07-03,"   time  elon musk barack obama  4  successful people go  bed via",8,9,16,0,2,0,0,1,0,0,1,0,1
"535",2017-04-03,"elon musk trolls tesla sho sellers",2,12,16,0,0,0,0,0,0,0,0,0,0
"536",2018-07-03,"though elon musk  experience working long hours   pressure  admits     overcome 1 bad habit   road  success",3,14,23,1,2,1,1,1,1,0,0,2,2
"537",2018-07-04,"elon musks 6 productivity rules include walking   meetings  waste  time",5,31,64,0,1,1,0,0,0,0,0,1,2
"538",2018-07-04,"multibillionaire elon musk  arrived  noh america  17  $2000",13,77,216,0,0,0,0,0,0,0,0,0,0
"539",2018-07-05,"tesla ceo elon musk said  twitter  repoers  publishing false  misleading aicles   company",15,17,36,1,0,1,0,0,0,0,0,1,0
"540",2018-07-05,"want  think like bill gates  elon musk   50 books   inspired tech titans",1,14,29,0,0,0,0,1,0,1,1,0,1
"541",2018-07-05,"billionaires like jeff bezos mark cuban  elon musk think meetings can   complete waste  time heres   meetings   major productivity killer",5,28,66,0,1,1,0,0,0,0,0,1,2
"542",2018-07-05,"elon musk lashes    media ",5,12,18,0,0,0,0,0,0,0,0,0,0
"543",2018-07-05,"elon musk  repoedly running  exclusive private school   spacexs headquaers",8,17,37,0,0,0,0,0,0,0,1,0,0
"544",2018-07-05,"",3,17,19,0,0,0,0,0,0,0,0,0,0
"545",2018-07-05,"    consumer repos speaks even elon musk listens",3,17,17,0,0,0,0,0,0,0,0,0,0
"546",2017-04-03,"neil degrasse tyson says  wont board spacex  elon musk sends  mom  mars  back",6,21,41,0,2,0,0,0,0,0,0,0,0
"547",2018-07-05,"elon musk lashes    media ",17,11,40,0,0,0,0,0,0,0,0,0,0
"548",2018-07-05,"elon musk takes  twitter  criticize media organizations  ",7,7,10,1,0,1,1,0,1,0,0,1,0
"549",2018-07-05,"investors betting  tesla  getting killed     reason  may think cramer",2,7,16,0,0,0,0,0,0,0,0,0,1
"550",2018-07-05," electric semi  trying  beat tesla  market",2,13,34,0,0,0,0,1,0,1,0,0,1
"551",2018-07-06,"elon musk  sending  team  engineers  thailand  assist  cave rescue",12,109,332,0,1,0,0,1,0,1,3,0,2
"552",2018-07-06,"elon musk  sending engineers  2   companies  thailand  assist   rescue   boys soccer team trapped   cave via",5,68,140,0,1,0,0,1,0,1,3,0,2
"553",2018-07-06," tesla   bear market cha watcher points  two technical yellow flags   pain via",5,4,9,1,0,0,2,0,1,0,0,1,0
"554",2018-07-06,"elon musk says  crucial skill   made steve jobs  bill gates successful",2,11,33,0,1,0,0,1,0,0,2,0,2
"555",2018-07-06,"elon musk  sending  team  engineers  thailand  assist  cave rescue",15,121,377,0,1,0,0,1,0,1,3,0,2
"556",2018-07-06,"elon musk says  crucial skill   made steve jobs  bill gates successful via",5,20,74,0,1,0,0,1,0,0,2,0,2
"557",2016-11-29,"sec slaps teslas wrist  tailored accounting practices",1,5,5,0,0,0,0,0,0,0,0,0,0
"558",2017-04-04," cha shows  theres still food   table  tesla shares",2,11,11,0,0,0,0,1,0,0,1,0,1
"559",2018-07-07," electric semi  trying  beat tesla  market",4,27,60,0,0,0,0,1,0,1,0,0,1
"560",2018-07-08,"   time  elon musk barack obama  4  successful people go  bed via",9,12,40,0,2,0,0,1,0,0,1,0,1
"561",2018-07-08,"elon musks 6 productivity rules include walking   meetings  waste  time",7,51,113,0,1,1,0,0,0,0,0,1,2
"562",2018-07-09,"musk proposes rescuing boys trapped  thai cave   submarine made  spacex rocket pa",2,6,21,1,0,0,0,0,0,0,0,0,0
"563",2018-07-09,"elon musk  taking   media    matter  tesla investors ",4,7,10,0,0,0,0,0,0,0,0,0,0
"564",2018-07-09,"   time  elon musk barack obama  4  successful people go  bed via",0,7,18,0,2,0,0,1,0,0,1,0,1
"565",2018-07-10,"elon musk takes submarine  thai cave  rescue chief repoedly calls   practical",17,14,26,0,2,0,0,1,0,1,2,1,1
"566",2018-07-10,"elon musk says  minisubmarine can  used   things",43,18,62,0,0,0,0,0,0,0,0,0,0
"567",2018-07-10,"elon musk took  spacex submarine   thai cave rescue  left    future use",7,10,32,0,1,0,0,1,0,1,1,0,1
"568",2018-07-10,"tesla said tuesday  signed  agreement  build  factory  china  make  electric cars",4,19,23,0,0,0,0,1,0,1,1,0,3
"569",2017-04-04,"cramer elon musks tesla needs  make  lot  cars  justify  skyhigh stock price",5,8,11,0,0,0,0,0,0,0,0,0,0
"570",2018-07-10,"elon musk takes submarine  thai cave  rescue chief repoedly calls   practical",11,28,62,0,2,0,0,1,0,1,2,1,1
"571",2018-07-10,"tesla ditches reservations opens  model 3 car sales   customers  noh america",11,26,57,0,0,0,0,0,0,0,0,0,1
"572",2018-07-10,"tesla shares rise  repo carmaker planning massive china factory",3,19,20,0,1,0,0,0,0,0,1,0,1
"573",2018-07-11," keeping  eye  teslas stock following news   will  longer require reservations  potential buyers   model 3 car",0,6,12,0,0,0,0,0,0,0,0,0,1
"574",2018-07-11,"tesla opens  model 3 car sales   customers  noh america without  reservation deposit",1,15,29,0,0,0,0,0,0,0,0,0,1
"575",2018-07-11,"tesla whistleblower retains law firm famous  winning $225 million monsanto suit",6,11,16,0,1,1,0,1,1,1,2,0,2
"576",2018-07-11," july 5th elon musk criticized business insider senior finance repoer",5,6,13,0,0,0,0,0,0,0,0,0,0
"577",2018-07-11,"tesla opens  model 3 car sales   customers  noh america without  reservation deposit",3,10,16,0,0,0,0,0,0,0,0,0,1
"578",2018-07-11,"billionaires like jeff bezos mark cuban  elon musk think meetings can   complete waste  time heres   meetings   major productivity killer",2,18,33,0,1,1,0,0,0,0,0,1,2
"579",2018-07-11,"elon musk  repoedly running  exclusive private school   spacexs headquaers",6,16,36,0,0,0,0,0,0,0,1,0,0
"580",2017-04-04,"tesla shares break $300   first time",5,38,54,0,1,0,0,0,0,1,0,0,0
"581",2018-07-11,"linette lopez  business insider senior finance repoer  elon musk criticized  twitter   tesla repoing discusses  incident",31,6,14,0,0,0,0,0,0,1,0,0,0
"582",2018-07-11," case   wondering    time  elon musk barack obama  4  successful people go  bed via",5,15,18,0,2,0,1,1,1,0,1,1,1
"583",2018-07-12,"tesla whistleblower retains law firm famous  winning $225 million monsanto suit",4,11,20,0,1,1,0,1,1,1,2,0,2
"584",2018-07-12,"tesla factory workers repoedly drank red bull walked  raw sewage  meet model 3 quotas",35,22,34,0,0,1,0,0,0,0,0,1,1
"585",2018-07-12," 23yearold founded  company  selfdriving car tech thats giving tesla  competition",1,6,14,0,1,0,0,0,0,0,0,1,1
"586",2018-07-12," meet model 3 quotas tesla factory workers  provided free red bull  stay awake  instructed  walk  raw sewage  avoid interrupting production according   repo",17,38,33,0,1,1,1,0,0,0,0,2,2
"587",2018-07-12," 23yearold founded  company  selfdriving car tech thats giving tesla  competition",4,24,38,0,1,0,0,0,0,0,0,1,1
"588",2018-07-12,"repos  harsh conditions  intense pressure continue  emerge   tesla factory unnamed employees said  factory provided free red bull energy drinks  battle exhaustion fueling  zombielike trance  called  tesla stare",24,49,68,2,2,1,1,1,1,1,2,5,2
"589",2018-07-12,"heres   23yearold founded  company   selfdriving car technology thats giving tesla  competition",0,9,13,0,1,0,0,0,0,0,0,1,2
"590",2018-07-13," youtube star referred  $10 million  tesla sales  get  free car via",3,11,39,0,1,0,0,1,0,0,1,0,1
"591",2017-04-04,"trump adviser cohn touts elon musks infrastructure solution tunnels",6,3,7,0,0,0,0,0,0,1,1,0,2
"592",2018-07-13,"tesla rolled   new attendance policy  hourly workers  monthread  ",5,9,10,0,1,0,0,0,0,0,1,0,0
"593",2018-07-13,"youtube star referred  $10 million  tesla sales  get  free car",2,12,27,0,1,0,0,1,0,0,1,0,1
"594",2018-07-13,"elon musk whatever pain tesla factory workers felt  wanted mine   worse",5,15,36,0,0,0,2,0,2,0,0,2,0
"595",2018-07-14,"elon musk   new interest group    added   list  enemies cabbies ",4,4,12,0,0,0,0,0,0,0,0,0,1
"596",2018-07-14,"youtube star ben sullins   facilitated  $10 million  tesla sales  scored  biggest prize available  teslas referral program  free founders series next gen roadster via",3,11,37,0,1,0,0,2,0,0,3,0,2
"597",2018-07-14," near 27mile los angeles tunnel  elon musks boring company  nearly completeand ready  demonstrations",124,1300,5200,0,1,0,0,0,0,0,0,1,0
"598",2018-07-14," electric semi  trying  beat tesla  market",5,57,94,0,0,0,0,1,0,1,0,0,1
"599",2018-07-15," 23yearold founded  company  selfdriving car tech thats giving tesla  competition",1,33,49,0,1,0,0,0,0,0,0,1,1
"600",2018-07-15,"elon musk insists hes neither democrat  republican  political contributions come  fire",10,10,13,0,0,0,1,0,0,0,0,0,0
"601",2018-07-15,"elon musk opens tesla model 3 sales    auto sales expes say consumers may want  wait",6,11,18,0,1,0,0,0,0,0,0,1,1
"602",2017-04-05,"teslas multitrillion dollar oppounity",0,18,31,0,0,0,0,0,0,0,0,0,0
"603",2018-07-15,"elon musk cous new controversy  tweeting  deleting  attack   british cave explorer",11,18,24,1,0,0,1,0,0,0,0,2,0
"604",2018-07-16," 23yearold founded  company  selfdriving car tech thats giving tesla  competition",9,18,57,0,1,0,0,0,0,0,0,1,1
"605",2018-07-16,"tesla shares fell  british diver vernon unswoh began considering legal action  elon musks baseless pedo guy claim",17,25,32,0,0,0,0,0,1,0,1,2,2
"606",2018-07-16," british diver involved   mission  save 12 thai boys   soccer coach  considering legal action  elon musk   tesla boss labeled  pedo guy",5,16,25,0,0,0,0,1,0,0,3,0,3
"607",2018-07-16,"thai rescue mission diver mulls legal action  elon musk calls  pedo guy",8,12,22,0,2,0,0,1,0,1,3,1,3
"608",2018-07-16," internships helped elon musk figure   future",0,4,15,0,0,0,0,0,0,0,0,0,0
"609",2018-07-16,"tesla falls 2  british diver mulls legal action  elon musks baseless pedo guy claim",6,60,43,0,0,0,0,0,0,0,1,1,2
"610",2018-07-17,"tesla sinks  elon musk tweets  via",2,12,23,0,0,0,0,0,0,0,0,0,0
"611",2018-07-17,"shares  tesla took  nosedive monday  elon musk facing fresh criticism",2,4,5,1,0,0,0,0,1,0,0,1,0
"612",2018-07-17,"tech vc slams elon musk  thinskinned  shotempered",5,10,15,0,0,0,0,0,0,0,0,0,0
"613",2017-04-06,"tesla bulls  stuck   matrix says analyst",1,4,6,0,1,0,0,0,0,0,1,0,1
"614",2018-07-17,"elon musk  thinskinned  shotempered says tech vc",18,10,29,0,0,0,0,0,0,0,0,0,0
"615",2018-07-17,"heres   youtuber referred $10 million  sales  teslaand won  free car",2,7,19,0,0,0,0,0,0,0,0,0,0
"616",2018-07-18," talk  journalists   time   never received inside information   journalist   time says jim chanos  response  elon musks insider information allegation",8,9,17,1,1,0,0,0,0,0,0,1,4
"617",2018-07-18,"elon musk needs  take  twitter sabbatical gene munster says",7,5,14,0,0,0,0,0,0,0,0,0,0
"618",2018-07-18,"elon musk  thinskinned  shotempered says tech vc",10,13,24,0,0,0,0,0,0,0,0,0,0
"619",2018-07-18,"sho seller jim chanos hits back  elon musk  overpromising  tesla",2,5,13,0,0,0,0,0,0,0,0,0,0
"620",2018-07-19,"tesla shares fall  needham downgrades  sell citing possible increase  model 3 cancellations",8,15,15,0,0,0,0,0,1,0,0,1,2
"621",2018-07-19,"   steve jobs bill gates  elon musk learned  internships",8,48,81,0,0,0,0,0,0,0,0,0,0
"622",2018-07-19,"teslas battery maker suspends cobalt supplier amid sanctions concern",1,5,2,1,0,0,0,0,0,0,0,1,0
"623",2018-07-19,"teslas battery maker suspends cobalt supplier   sanctions concern",1,13,8,1,0,0,0,0,0,0,0,1,0
"624",2017-04-06,"cramer remix  teslas haters  get run ",0,4,3,0,0,0,0,0,0,0,0,0,0
"625",2018-07-19,"   top 5 moments  elon musks battle   press",2,4,5,1,1,0,0,0,0,0,1,1,1
"626",2018-07-19,"elon musk   increasingly combative  twitter lately  thats worrying  investors",5,11,23,1,1,0,2,0,1,0,0,2,0
"627",2018-07-20," 23yearold founded  company  selfdriving car tech thats giving tesla  competition",1,30,58,0,1,0,0,0,0,0,0,1,1
"628",2018-07-20,"tesla  unveil  new model  st louis",6,16,38,0,0,0,0,0,0,0,0,0,1
"629",2018-07-20,"tesla will   first public showing  st louis   new $35000  affordable family sedan    companys university city showroom friday",19,21,31,0,2,0,0,0,0,0,0,0,2
"630",2018-07-20,"jp morgan predicts tesla shares will plunge   40   end   year",18,61,87,0,0,0,1,0,0,0,0,1,0
"631",2018-07-20,"tesla  unveil new model  st louis ",4,12,10,0,0,0,0,0,0,0,0,0,1
"632",2018-07-20,"elon musk   increasingly combative  twitter lately  thats worrying  investors",5,9,22,1,1,0,2,0,1,0,0,2,0
"633",2018-07-20,"elon musk googles deepmind cofounders promise never  make killer robots",21,27,42,0,0,0,0,1,0,0,1,0,1
"634",2018-07-21,"elon musk often blows   critics   consumer repos complains even teslas ceo listens",2,5,12,0,0,0,0,0,0,0,0,0,0
"635",2017-04-07," chinese electriccar bets  racing  catch tesla",18,6,9,0,0,0,0,0,0,1,0,0,0
"636",2018-07-21,"heres  teslas model 3 may face declining demand despite elon musks claims",18,13,20,1,0,0,0,0,0,0,0,2,1
"637",2018-07-23,"teslas future   fierce debate  elon musks twitter outbursts  headlines   company  asking suppliers  refunds heres  7 expes  said  tesla recently",6,16,20,1,0,1,1,0,0,0,0,1,1
"638",2018-07-23," road  sweden can charge  tesla   drives",7,118,220,0,0,0,0,0,0,0,0,0,0
"639",2018-07-23,"teslas future   fierce debate  elon musks recent outbursts  headlines   car company  asking suppliers  refunds heres  7 expes  said  tesla recently",6,4,13,1,0,1,1,0,0,0,0,1,1
"640",2018-07-23,"tesla shares slip   carmaker repoedly asked  suppliers  refunds  help  reach profitability",2,5,6,0,0,0,0,0,0,1,0,1,0
"641",2018-07-23,"tesla     day following  repo   electric car maker  asked  suppliers  refund  poion  previous payments made   company",3,15,14,0,0,0,0,1,0,1,0,0,1
"642",2018-07-23,"tesla shares  falling   repo  electric car maker  asked    suppliers  refund  poion  previous payments made   company",6,19,19,0,0,0,0,1,1,1,0,1,1
"643",2018-07-23," electric semi  trying  beat tesla  market",11,76,104,0,0,0,0,1,0,1,0,0,1
"644",2018-07-23,"latest tesla explains   asked  suppliers  retroactive discounts",4,10,25,0,0,0,0,0,0,0,0,0,0
"645",2018-07-24,"cost  insure teslas debt rises  growing default fears",2,8,5,0,0,1,1,0,2,0,1,2,1
"646",2017-04-09,"tesla denies repo   planning  open  factory  guangdong china",0,14,15,0,1,0,0,0,0,0,1,0,1
"647",2018-07-25,"tesla whistleblower main trippwho ceo elon musk characterized   saboteur  disgruntled exemployeeis slated  meet   sec  attorney says",3,25,41,2,0,1,1,0,1,0,1,1,2
"648",2018-07-25,"tesla whistleblower  accused hacker main tripp  scheduled  meet   sec  attorney says",1,10,19,2,0,0,2,0,0,0,1,1,2
"649",2018-07-25,"tesla shares will rise   electric car maker significantly ramps   deliveries   september quaer according  nomura instinet",8,12,28,0,0,0,0,1,0,1,0,0,1
"650",2018-07-25,"elon musk   secretly running  private school   spacexs headquaers   heavy emphasis  math science engineering  ethics",15,135,302,0,0,0,0,0,0,0,1,0,1
"651",2018-07-25,"tesla whistleblower  meet  sec attorney says",1,7,12,1,0,0,1,0,0,0,1,0,1
"652",2018-07-27,"steve eisman  betting  tesla says elon musk  execution problems",10,7,13,1,0,0,1,0,1,0,1,1,0
"653",2018-07-27," road  sweden can charge  tesla   drives",11,127,216,0,0,0,0,0,0,0,0,0,0
"654",2018-07-28,"musk trump   ageold mass psychology effect    successfully exploiting",6,13,15,0,0,0,0,0,0,1,0,0,0
"655",2018-07-28," road  sweden can charge  tesla   drives",28,280,529,0,0,0,0,0,0,0,0,0,0
"656",2018-07-30,"teslas limitededition $1500 surfboard sold   just one day",4,5,14,0,0,0,0,0,0,0,0,0,0
"657",2017-04-10,"breaking tesla briefly passes general motors  market capitalization  become   valuable us auto maker",9,112,98,0,0,0,0,0,0,0,1,0,2
"658",2018-07-30,"musk trump   ageold mass psychology effect    successfully exploiting",10,14,20,0,0,0,0,0,0,1,0,0,0
"659",2018-07-30,"teslas limitededition surfboard sells   just 1 day",6,18,25,0,0,0,0,0,0,0,0,0,0
"660",2018-07-30," tesla cha looks poised  crack   big kind  way one technical analyst warns",11,4,13,0,1,0,0,1,0,0,2,1,2
"661",2018-07-30,"teslas limitededition $1500 surfboard sold   just one day",5,6,10,0,0,0,0,0,0,0,0,0,0
"662",2018-07-30,"tesla sells   limited edition $1500 surfboards",9,21,51,1,1,0,0,0,1,0,0,1,0
"663",2018-07-30,"tesla shares will fall significantly   company will   profitable  2019 ubs says",18,58,84,0,0,0,0,0,1,0,0,1,0
"664",2018-07-31,"teslas limitededition surfboard sells   just 1 day",4,13,15,0,0,0,0,0,0,0,0,0,0
"665",2018-07-31," electric semi  trying  beat tesla  market",5,35,53,0,0,0,0,1,0,1,0,0,1
"666",2018-07-31,"tesla  enlisting workers     company   urgent push  build batteries  cars",14,19,48,0,1,0,1,0,0,1,0,1,1
"667",2018-07-31,"analyst hopefully elon musk wont rant   overshadow whats expected    great quaer  tesla",4,10,23,0,3,0,0,0,0,0,1,0,1
"668",2016-12-01,"elon musk may   new paner   mission  colonize mars",5,17,17,0,0,0,0,0,0,0,0,0,0
"669",2017-04-10," cha shows  teslas big rally may just  getting staed",1,9,10,0,0,0,0,0,0,0,0,0,0
"670",2018-07-31,"tesla  enlisting workers     company   urgent push  build batteries  cars",7,17,23,0,1,0,1,0,0,1,0,1,1
"671",2018-07-31,"tesla  enlisting workers     company   urgent push  build batteries  cars",2,7,16,0,1,0,1,0,0,1,0,1,1
"672",2018-08-01,"musk says tesla wont  selling stock  plans  fund china factory  local debt",2,12,26,0,1,0,0,0,1,0,0,1,0
"673",2018-08-01,"tesla ceo elon musk  apologized  impoliteness towards wall street analysts",6,14,20,0,0,0,0,0,0,0,0,0,0
"674",2018-08-01,"stocks making  biggest moves  hours tesla tripadvisor  ",2,4,16,0,0,0,0,0,0,0,0,1,0
"675",2018-08-01,"tesla posts widerthanexpected loss  shares rise",6,12,13,1,0,0,1,0,1,0,0,1,0
"676",2018-08-01,"tesla hits model 3 production goals plans  churn  6000 weekly  end  august",0,3,14,0,1,0,0,0,0,0,0,0,3
"677",2018-08-01,"tesla just repoed quaerly earnings  revenue  missed analysts expectations heres exactly   company ",2,6,14,0,0,0,0,0,0,0,0,0,0
"678",2018-08-01,"elon musk says tesla ai chip project  finally coming  fruition",2,19,49,0,2,1,0,1,0,1,1,0,1
"679",2018-08-01,"tesla earnings    hit brace   one    highly anticipated repos   season $tsla",2,15,21,1,0,0,0,0,0,0,0,1,0
"680",2017-04-10,"just  trump  meet   20 ceos tomorrow including   gm tesla ibm walma pepsico blackrock  blackstonereuters",7,47,46,0,1,0,0,0,0,1,0,0,1
"681",2018-08-01,"8 expes debate  future  tesla ahead  earnings",3,5,9,0,0,0,0,0,0,0,0,0,2
"682",2018-08-01,"heres  8 expes   say  tesla ahead  earnings",5,10,12,0,0,0,0,0,0,0,0,0,1
"683",2018-08-01," debate now  tesla    profitability heres  will   investors minds  tesla repos",4,8,17,0,0,0,0,0,0,0,0,0,1
"684",2018-08-01,"tesla  see  9 move higher  lower   repos earnings",8,8,14,0,0,0,0,0,1,0,0,1,0
"685",2018-08-01,"elon musk goes  david einhorn tweeting   send   box  sho shos  comfo    difficult time",11,11,39,0,1,0,1,0,0,0,0,0,0
"686",2018-08-01,"us futures waver ahead  fed decision tesla earnings",1,4,6,0,0,0,1,0,0,0,0,1,1
"687",2018-08-01,"tesla numbers just hit    numbers  need  know",0,11,13,1,0,0,0,0,0,0,0,1,1
"688",2018-08-02,"elon musk apologizes   q2 earnings meeting saying theres  excuse  bad manners",7,15,29,1,0,1,1,0,1,0,0,2,1
"689",2018-08-02,"read  highlights  elon musks comments   tesla earnings call ",2,8,7,0,0,0,0,0,0,0,0,0,0
"690",2018-08-02,"elon musks apology sounded like someone  ripping  spleen  nyus scott galloway says",0,8,22,0,0,0,0,0,0,0,0,0,1
"691",2017-04-10,"tesla just got  highest price forecast ever   major wall street analyst",2,21,26,0,3,0,1,1,0,1,2,1,3
"692",2018-08-02,"tesla   pace   best day   4 years  promises   profitable second half",4,19,38,0,0,0,0,0,0,0,0,0,0
"693",2018-08-02,"elon musk apologizes   q2 earnings meeting saying theres  excuse  bad manners",4,16,34,1,0,1,1,0,1,0,0,2,1
"694",2018-08-02,"damn    good call",9,11,30,1,1,1,0,1,0,1,1,1,1
"695",2018-08-02,"investors betting  tesla lost   $1 billion today   companys shares rallied     two years",8,63,124,0,0,0,0,0,1,0,0,1,0
"696",2018-08-02,"  elon musks  thorough  sane conference call says jim cramer   tesla q2 earnings call",9,21,37,0,0,0,0,0,0,0,0,0,0
"697",2018-08-02,"elon musks contrite earnings call may     valuable apology   time",1,8,34,0,1,0,0,0,0,0,0,0,2
"698",2018-08-02,"tesla  set  soar   open  elon musk promised  profitable second half  2018  teslas q2 earnings repo",6,19,27,0,0,0,0,0,0,0,0,0,0
"699",2018-08-02,"elon musks contrite earnings call may     valuable apology   time",10,14,52,0,1,0,0,0,0,0,0,0,2
