"time,text,replies,retweets,likes"
"2018-01-23,Elon Musk thinks Tesla will be a trillion-dollar company — and 5 other wild predictions http://cnb.cx/2n5sP0c ,10,26,72"
"2018-01-23,""Under Elon Musk's Tesla pay proposal, he could earn billions—here's what he makes there now http://cnb.cx/2E30iju "",4,9,20"
"2018-01-23,Tesla crashes into firetruck on California freeway while on Autopilot  http://cnb.cx/2GbXj92 ,26,59,51"
"2018-01-23,Tesla's Musk will be paid only if he reaches a series of jaw-dropping milestones (@andrewrsorkin)http://cnb.cx/2E1PNwt ,3,17,28"
"2018-01-23,Feds to investigate Tesla crash driver blamed on Autopilot http://cnb.cx/2E3qZo6 ,4,10,16"
"2018-01-25,Tesla employees detail problems with Model 3 battery production and quality control – via @cnbctech http://cnb.cx/2E8i8Bs ,6,5,11"
"2018-01-25,""Tesla shares drop to session low; Tesla employees say to expect more Model 3 delays, citing inexperienced workers, manual assembly of batteries http://cnb.cx/2ncErOe pic.twitter.com/ahJQWl5S2M"",13,32,21"
"2018-01-25,""BREAKING: Tesla employees say to expect more Model 3 delays, citing inexperienced workers, manual assembly of batteries https://www.cnbc.com/2018/01/25/tesla-employees-say-gigafactory-problems-worse-than-known.html …"",21,73,63"
"2018-01-26,Tesla superfan with stage 4 cancer gets surprise visit from Elon Musk http://cnb.cx/2Gmsdvw pic.twitter.com/swU31Mqikv,7,39,161"
"2018-01-27,We took a road trip to visit Tesla's first Supercharging station with a lounge http://cnb.cx/2Bxtzjh pic.twitter.com/7wS0gYMcF0,2,11,36"
"2018-01-28,Tesla employees detail problems with Model 3 battery production and quality control http://cnb.cx/2nfLBBC pic.twitter.com/LPuN5DdSUI,9,20,18"
"2018-01-29,Elon Musk’s Boring Company sold $3.5 million worth of flamethrowers http://cnb.cx/2Fryepj pic.twitter.com/oWa9xnz4xu,10,25,54"
"2018-01-29,A key Tesla engineer who helped design batteries has left the company http://cnb.cx/2GuV9kG ,4,9,26"
"2018-01-29,A key Tesla engineer who helped design batteries has left the company http://cnb.cx/2BChlWJ ,9,23,12"
"2018-01-29,Check out the country where a luxury Tesla has become the budget option http://cnb.cx/2GsXBbB ,4,22,34"
"2018-01-30,""""""NOT FUNNY. NOT GONNA HAPPEN,"""" says a California politician who is trying to stop Elon Musk's Boring Company from selling flamethrowers http://cnb.cx/2EnkCfr pic.twitter.com/YZH6eA6Xp6"",15,17,44"
"2018-01-30,A California politician will seek a sale ban on Elon Musk’s Boring Company flamethrower http://cnb.cx/2BEUJod ,6,12,15"
"2018-02-01,Tesla to set up mini solar stores inside Home Depot http://cnb.cx/2Ex2f83 ,7,36,51"
"2018-02-01,""David Einhorn's hedge fund is getting crushed because of ill-timed bets against Amazon, Tesla during market surge http://cnb.cx/2nz0Gyb "",2,4,14"
"2018-02-01,The Home Depot may soon have mini Tesla solar stores inside http://cnb.cx/2ExPM3C ,3,23,34"
"2018-02-01,Apple co-founder Steve Wozniak: ‘I don’t believe anything Elon Musk or Tesla says’ http://cnb.cx/2GEzYNh ,7,31,68"
"2018-02-01,Elon Musk’s Boring Company sells all of its flamethrowers in less than a week http://cnb.cx/2FB2WfL ,5,14,23"
"2018-02-01,Elon Musk's Boring Company made $10 million in flamethrower sales in under a week http://cnb.cx/2BIxgCR  via @cnbctech,9,18,52"
"2018-02-01,Apple co-founder Steve Wozniak is skeptical when it comes to Elon Musk's promises http://cnb.cx/2BJOD6e  via @cnbctech,5,13,28"
"2018-02-02,The charts are making a strong case for Tesla heading into earnings via @TradingNationhttp://cnb.cx/2BPw8xh ,1,2,5"
"2018-02-02,How Tesla's first truck charging stations will be built http://cnb.cx/2EwCXXo ,0,5,7"
"2018-02-02,How Tesla's first truck charging stations will be built http://cnb.cx/2nBtgif ,0,7,17"
"2018-02-05,Swag from Elon Musk’s Boring Company hits eBay for thousands of dollars http://cnb.cx/2E6W39K ,1,5,23"
"2018-02-05,What to know before SpaceX attempts to launch Falcon Heavy – Elon Musk’s most powerful rocket http://cnb.cx/2BY0fm9 ,2,11,25"
"2018-02-05,""SpaceX will launch ‘most powerful rocket in the world’ this month, and with a Tesla on board http://cnb.cx/2GR9Ejg "",5,22,46"
"2018-02-05,What to know before SpaceX attempts to launch Falcon Heavy – Elon Musk’s most powerful rocket http://cnb.cx/2GPTMO1 ,3,13,21"
"2018-02-06,""Elon Musk wants 'a new space race,' says new SpaceX rocket can launch payloads as far as Pluto http://cnb.cx/2E66IkP "",2,18,70"
"2018-02-06,This is what a Tesla Roadster looks like in space http://cnb.cx/2EHZUa9 ,3,12,24"
"2018-02-06,""SpaceX's inaugural Falcon Heavy launch succeeds, putting CEO Elon Musk at the front of the rocket race – via @cnbctechhttp://cnb.cx/2seooFu "",6,31,76"
"2018-02-06,""Jeff Bezos tweets about SpaceX rocket launch, Elon Musk replies with kiss emoji http://cnb.cx/2FTcp1U "",8,10,44"
"2018-02-06,""SpaceX's inaugural Falcon Heavy launch succeeds, putting CEO Elon Musk at the front of the rocket race http://cnb.cx/2E37dw2 "",9,49,156"
"2018-02-07,Tesla will begin investing in a Model Y crossover in late 2018 http://cnb.cx/2nJhnaT ,3,13,30"
"2018-02-07,""Tesla delivered 1,500 Model 3s to customers last quarter, says production numbers are on target http://cnb.cx/2nPf6u6 "",2,12,28"
"2018-02-07,Elon Musk on Tesla Model 3 production challenges: 'I was in the Gigafactory on Thanksgiving day.' http://cnb.cx/2C3suQg ,1,18,55"
"2018-02-07,Tesla will begin designing a Model Y in late 2018 http://cnb.cx/2EOpoCJ ,0,4,22"
"2018-02-07,""Tesla is sending mechanics to customers' homes for repairs, and customers apparently love it – via @cnbctech http://cnb.cx/2nUvb1U "",2,22,54"
"2018-02-07,""Tesla sales and service chief leaves for Lyft COO role, won't be replaced http://cnb.cx/2Ea9n9g "",0,8,15"
"2018-02-07,""There is no 'active or passive' search for a new Tesla CEO, says Elon Musk http://cnb.cx/2E9nH5W "",0,5,18"
"2018-02-07,""Tesla is sending mechanics to customers' homes for repairs, and customers apparently love it http://cnb.cx/2FXlV4u "",8,30,58"
"2018-02-07,""Self-funded start-up, Thor Trucks, is trying to beat Tesla to the market with its electric trucks. http://cnb.cx/2E8nNGS "",3,18,21"
"2018-02-07,""EARNINGS : Tesla Q4 Loss ($3.04) vs. ($3.12) Est.; Q4 Revs. $3.29B vs. $3.28B Est. • $TSLA"
"http://cnbc.com/id/104991394 pic.twitter.com/CcoMtajcYx"",1,11,12"
"2018-02-07,Elon Musk talks space race after Falcon Heavy launch. pic.twitter.com/VlEdKLJrNY,1,24,49"
"2018-02-07,""We rode in an electric truck from Thor, a start-up that aims to beat Tesla to market http://cnb.cx/2E7HfYm "",3,12,19"
"2018-02-07,A man who helped Elon Musk found SpaceX reveals a ‘simple formula’ to the billionaire’s success http://cnb.cx/2C2WzzB ,4,17,25"
"2018-02-07,""Tesla stock will one day trade at $4,000 per share, says Ark Investment Management CEO. via @cnbctechhttp://cnb.cx/2nFPf8P "",7,21,47"
"2018-02-07,""Give up on Tesla’s dream ahead of earnings, warns strategist (via @TradingNation)http://cnb.cx/2ELVSxC "",2,3,8"
"2018-02-07,""Money manager Catherine Wood sees Tesla stock going to $4,000 — that would be an increase of 1100% http://cnb.cx/2nPWfiF "",9,47,69"
"2018-02-07,Tesla expected to report earnings Wednesday after the bell http://cnb.cx/2FX9JRb ,5,5,16"
"2018-02-08,""Tesla analyst: I don't trust Elon Musk's promises, but can't argue with the 'cool-car thesis' http://cnb.cx/2EaDiSD "",1,4,11"
"2018-02-08,""When it comes to Elon Musk's promises, """"We discount what he says pretty substantially,"""" Oppenheimer's lead analyst says http://cnb.cx/2nLpljY "",4,2,8"
"2018-02-08,Elon Musk shares the epic last photo of 'Starman' in the red Tesla he shot into space http://cnb.cx/2C5zE6E ,4,29,68"
"2018-02-08,Here's the epic last photo of 'Starman' in the red Tesla that Elon Musk's @SpaceX shot into space http://cnb.cx/2nXDfyX  via @cnbcmakeit,5,15,38"
"2018-02-08,""Cramer: Elon Musk is like illusionist David Blaine, a master at Tesla misdirection – via @cnbctechhttp://cnb.cx/2nMA0uR "",3,17,30"
"2018-02-08,Here's one way Tesla managed to lower its cash burn that won’t last http://cnb.cx/2EQmM7E ,5,5,12"
"2018-02-08,""Cramer: Elon Musk is like illusionist David Blaine, a master at misdirection on Tesla with a rocket launch http://cnb.cx/2FXPhzo "",5,16,31"
"2018-02-08,Most interesting thing about Tesla's self-driving patents: The lack of them http://cnb.cx/2nJrsov ,0,3,6"
"2018-02-08,Elon Musk’s Tesla overshot Mars’ orbit but it won’t reach the asteroid belt as claimed http://cnb.cx/2EagfHM ,6,32,51"
"2018-02-08,We still don't know how many Model 3 cars Tesla is making http://cnb.cx/2C42lRI ,4,7,12"
"2018-02-08,Tesla shares fall as Wall Street doubts the slowing cash burn is for real http://cnb.cx/2GXPLqL ,8,19,18"
"2018-02-08,This electric semi is trying to beat Tesla to market. pic.twitter.com/DSVrdKqvjc,2,43,58"
"2018-02-09,""We rode in an electric truck from Thor, a start-up that aims to beat Tesla to market pic.twitter.com/BclcXt7SLc"",8,43,87"
"2018-02-10,""SpaceX's inaugural Falcon Heavy launch succeeds, putting CEO Elon Musk at the front of the rocket race http://cnb.cx/2C6L225 "",9,46,95"
"2018-02-10,The self-funded start-up is trying to beat Tesla to the market with its electric trucks. pic.twitter.com/8bTcgjT3Z1,14,63,98"
"2018-02-11,This is what a Tesla Roadster looks like in space http://cnb.cx/2C5iw0Y ,10,17,48"
"2018-02-11,A man who helped Elon Musk found SpaceX reveals a ‘simple formula’ to the billionaire’s success http://cnb.cx/2EeUfas ,8,24,81"
"2018-02-11,Elon Musk shares the epic last photo of 'Starman' in the red Tesla he shot into space http://cnb.cx/2EdNpq4 ,4,57,119"
"2018-02-12,Elon Musk says the new SpaceX Falcon Heavy rocket crushes its competition on cost http://cnb.cx/2CfQ3pv ,7,14,52"
"2018-02-12,Mark Cuban hopes to put 'the fear of God' in Elon Musk with this 'Shark Tank' investment http://cnb.cx/2o0wRGZ ,8,18,44"
"2018-02-12,""Watching Elon Musk watch the Falcon Heavy liftoff Tuesday, you might think he didn't expect success. http://cnb.cx/2nZu4he "",3,13,29"
"2018-02-12,Elon Musk says the new SpaceX Falcon Heavy rocket crushes its competition on cost http://cnb.cx/2EmgK1F ,3,14,56"
"2018-02-12,Watch Elon Musk react with shock and excitement the moment SpaceX's Falcon Heavy rocket lifted off http://cnb.cx/2o1NiTx ,2,7,17"
"2018-02-12,Elon Musk couldn't hide his excitement during the Falcon Heavy rocket launch. http://cnb.cx/2CfhzDk ,2,6,31"
"2018-02-14,This Tesla bear believes the company will hit its Model 3 production target via @cnbctechhttp://cnb.cx/2nZMboe ,1,10,20"
"2018-02-14,This Tesla bear believes the company will hit its Model 3 production target http://cnb.cx/2ClnuH1 ,0,3,5"
"2018-02-15,""Elon Musk and SpaceX are 'adding energy to the space market,' Boeing CEO says http://cnb.cx/2CnWW7S "",1,8,22"
"2018-02-17,This electric semi is trying to beat Tesla to market. pic.twitter.com/XnA7uq91H3,5,64,88"
"2018-02-17,Elon Musk says the new SpaceX Falcon Heavy rocket crushes its competition on cost http://cnb.cx/2ExJ0yh ,8,26,60"
"2018-02-17,Mark Cuban hopes to put 'the fear of God' in Elon Musk with this 'Shark Tank' investment http://cnb.cx/2HiAAbE ,15,12,30"
"2018-02-21,""Elon Musk, who has sounded the alarm on AI, leaves the organization he co-founded to make it safer http://cnb.cx/2FhLCxf "",5,12,21"
"2018-02-21,""Elon Musk, who has sounded the alarm on AI, leaves the organization he co-founded to make it safer http://cnb.cx/2GxebpT "",1,14,14"
"2018-02-21,""Elon Musk is leaving the board of OpenAI, a non-profit dedicated to safe machine learning http://cnb.cx/2onuMFn "",0,10,9"
"2018-02-21,""Tesla's Amazon Web Services cloud account was compromised by hackers and used for cryptocurrency mining, RedLock said. via @cnbctechhttp://cnb.cx/2omv92Z "",4,26,21"
"2018-02-21,Hackers hijack Tesla’s cloud system to mine cryptocurrency http://cnb.cx/2FjD1dt ,4,27,27"
"2018-02-21,A man who worked with Elon Musk at SpaceX reveals what you need to be successful http://cnb.cx/2EIzYi1 ,4,12,26"
"2018-02-22,Elon Musk takes a swipe at Uber's flying cars http://cnb.cx/2EJnlDj ,0,4,10"
"2018-02-22,Elon Musk's attempt to catch part of a falling rocket with a high-speed boat missed by 'a few hundred meters' http://cnb.cx/2EJDDfE ,4,15,22"
"2018-02-22,""Elon Musk doesn't seem to be a fan of flying cars. They are """"1000 times bigger and noisier"""" he tweeted. via @cnbctechhttp://cnb.cx/2opzySR "",3,8,14"
"2018-02-23,Elon Musk just revealed how much bitcoin he owns — and it's surprisingly little  http://cnb.cx/2BJkk3j ,9,19,28"
"2018-02-23,Elon Musk takes a swipe at Uber's flying cars http://cnb.cx/2BJP3xc ,1,6,13"
"2018-02-23,Astronomers spotted Elon Musk’s Tesla in orbit http://cnb.cx/2onBc8i ,4,35,83"
"2018-02-23,""Steve Wozniak explains why he no longer agrees with Elon Musk, Stephen Hawking on A.I. http://cnb.cx/2BKK9Qy "",6,16,24"
"2018-02-25,""Elon Musk, who has sounded the alarm on A.I., leaves the organization he co-founded to make it safer http://cnb.cx/2HI1bPC "",2,24,31"
"2018-02-25,""Tesla's Amazon Web Services cloud account was compromised by hackers and used for cryptocurrency mining, RedLock said. via @cnbctechhttp://cnb.cx/2GGuHnL "",10,32,37"
"2018-02-26,""Elon Musk owns so little bitcoin, he doesn't even know where it is. http://cnb.cx/2CfAour "",14,16,23"
"2018-02-28,""Consumer Reports says Tesla Model 3 is really fun to drive, but has some flaws http://cnb.cx/2HSyHmh "",0,3,5"
"2018-02-28,How Elon Musk’s mother Maye raised a family of successful entrepreneurs http://cnb.cx/2EYj7Ii ,2,11,29"
"2018-02-28,Porsche's US dealers will offer fast charging stations for its Tesla-fighting Mission E sedan http://cnb.cx/2FHZEZz ,1,11,21"
"2018-03-01,""Crypto-jacking is on the rise, and the Tesla cloud hack attack is a prime example. https://www.cnbc.com/2018/03/01/thousands-of-iot-devices-can-be-hacked-to-mine-cryptocurrency-avast.html …pic.twitter.com/AtkogrvRiu"",3,14,16"
"2018-03-01,""Watch Jaguar unveil its first all-electric vehicle, designed to take on Tesla Model X http://cnb.cx/2F76giK "",6,18,18"
"2018-03-01,Elon Musk responds to Harvard professor Steven Pinker’s comments on A.I. http://cnb.cx/2oErXzM ,7,17,27"
"2018-03-01,""Crypto-jacking is on the rise, and the Tesla cloud hack attack is a prime example. https://www.cnbc.com/2018/03/01/thousands-of-iot-devices-can-be-hacked-to-mine-cryptocurrency-avast.html …pic.twitter.com/muC8tYBxPq"",2,29,17"
"2018-03-01,Elon Musk responds to Harvard professor Steven Pinker’s comments on A.I. http://cnb.cx/2FejRbh ,1,22,33"
"2018-03-01,Jaguar's answer to Tesla's Model X has a cool Alexa skill and over-the-air updates http://cnb.cx/2FJhrzh ,2,7,13"
"2018-03-02,When Elon Musk sends people to the moon there may be a mobile network so they can check Facebook  http://cnb.cx/2FLtHzq ,5,13,31"
"2018-03-03,Elon Musk’s brother Kimbal: This was the 'best decision of my life' http://cnb.cx/2F4uCcR ,2,11,19"
"2018-03-03,A man who helped Elon Musk found SpaceX reveals a ‘simple formula’ to the billionaire’s success http://cnb.cx/2FhOYTH ,4,21,58"
"2018-03-03,""Here’s how Elon Musk is changing the way we live on Earth, and maybe one day, on Mars. https://www.cnbc.com/video/2018/02/26/meet-elon-musk-the-man-behind-tesla-spacex-and-more.html …pic.twitter.com/06E4zMm0ro"",2,30,65"
"2018-03-03,How Elon Musk’s mother Maye raised a family of successful entrepreneurs http://cnb.cx/2EZZKdH ,8,31,66"
"2018-03-04,""Meet Elon Musk, the man on a mission to bring humans to Mars. https://www.cnbc.com/video/2018/02/26/meet-elon-musk-the-man-behind-tesla-spacex-and-more.html …pic.twitter.com/TNYqhQxw1B"",5,36,82"
"2018-03-05,Cadillac's self-driving system is better than Tesla's or Volvo's http://cnb.cx/2oRbt7z ,13,20,67"
"2018-03-05,Electric car firm with Tesla co-founder tests self-driving tech in California http://cnb.cx/2Fdix9x ,0,5,10"
"2018-03-05,Cadillac's self-driving system is better than Tesla's or Volvo's http://cnb.cx/2D2htQ5 ,4,34,53"
"2018-03-06,Elon Musk remembers SpaceX of 10 years ago: ‘We couldn’t even reach orbit with little Falcon 1’ http://cnb.cx/2FZplop ,1,15,37"
"2018-03-07,""Tesla’s up 10% from the February lows, and it could bounce even higher via @TradingNationhttp://cnb.cx/2G0LZww "",3,5,9"
"2018-03-07,""Despite challenge from Elon Musk, Lockheed Martin expects to be ‘on every mission to Mars,’ CEO says http://cnb.cx/2G7cCjL "",3,4,9"
"2018-03-07,The Tesla CEO shared photos of the company's Semi electric truck test-drive on Wednesday. http://cnb.cx/2tpMhuq ,1,28,20"
"2018-03-08,""Trump praises Elon Musk, SpaceX for ‘beautifully’ landing rocket boosters http://cnb.cx/2G8TLo4 "",2,7,21"
"2018-03-08,Tesla's chief accounting officer leaves for 'personal reasons' http://cnb.cx/2tta7FF ,5,13,15"
"2018-03-08,""Elon Musk sides with Trump on trade with China, citing 25% import duty on American cars: http://cnb.cx/2tuBOOc "",7,41,86"
"2018-03-08,Talk about customer service—billionaire Elon Musk responds to Tesla drivers' questions on Twitter http://cnb.cx/2IcJfgd ,0,6,26"
"2018-03-08,Tesla says Chief Accounting Officer Branderiz left for personal reasons http://cnb.cx/2G8L8Kq ,1,6,9"
"2018-03-08,""President Trump mentions Elon Musk and other private rocket company founders: """"They love rockets, and they're rich. So they're going to be a little less rich probably."""" pic.twitter.com/xCpbSj7oVn"",29,76,161"
"2018-03-08,""Elon Musk sides with Trump on trade with China, citing 25% import duty on American cars: http://cnb.cx/2HfeJB2 pic.twitter.com/tHpA5SIn4c"",20,83,114"
"2018-03-08,""Elon Musk sides with Trump on trade with China, citing 25% import duty on American cars http://cnb.cx/2FmAzq5 "",9,58,139"
"2018-03-09,""Trump praises Elon Musk, SpaceX for ‘beautifully’ landing rocket boosters:  http://cnb.cx/2tt9ADI "",6,8,26"
"2018-03-09,Widely followed analyst for Tesla is getting skittish on stock because of unlikely threat: Amazon http://cnb.cx/2DdxL8F ,1,7,12"
"2018-03-10,Elon Musk touts a test drive of Tesla's highly anticipated electric semis http://cnb.cx/2DexLVK ,6,24,40"
"2018-03-10,""Here’s how Elon Musk is changing the way we live on Earth, and maybe one day, on Mars. http://cnb.cx/2tqQlKZ pic.twitter.com/l6AbppNjeW"",9,49,86"
"2018-03-11,Elon Musk projects Mars spaceship will be ready for short trips by first half of 2019 http://cnb.cx/2FspNhV ,26,84,156"
"2018-03-12,""There's a few reasons Elon Musk, Albert Einstein and Steve Jobs are considered such innovators in their fields. http://cnb.cx/2FBkPvf "",1,7,18"
"2018-03-12,""Tesla planned a production pause of its Model 3 in February """"increase production rates.""""  http://cnb.cx/2Fu1iRs "",1,9,11"
"2018-03-12,""Tesla, Amazon, Apple, Waymo, GM, Ford... who is leading the self-driving car race? http://cnb.cx/2FyYMFz pic.twitter.com/TKaLGV5QRZ"",7,24,25"
"2018-03-12,""The 3 traits Elon Musk, Albert Einstein and Steve Jobs have in common http://cnb.cx/2FrN4Au "",3,14,30"
"2018-03-13,How realistic is Elon Musk's deadline to get to Mars? http://cnb.cx/2GmUmmp pic.twitter.com/nMsktknqaw,17,8,22"
"2018-03-13,Elon Musk projects a Mars spaceship will be ready for short trips by early 2019. http://cnb.cx/2GkLIVj pic.twitter.com/r4JjLY4reT,6,22,32"
"2018-03-13,Elon Musk projects a Mars spaceship will be ready for short trips by early 2019. http://cnb.cx/2GkLIVj pic.twitter.com/5q4j5pI1M3,5,24,31"
"2018-03-13,How realistic is Elon Musk's deadline to get to Mars? http://cnb.cx/2GmUmmp pic.twitter.com/oDckmFqu0H,5,4,22"
"2018-03-13,""Between running SpaceX, Tesla and The Boring Company, billionaire Elon Musk is a busy guy. But he's not too busy for his customers.  http://cnb.cx/2IgwGRl pic.twitter.com/4mAAX3lBB7"",2,13,56"
"2018-03-13,""Tesla, Amazon, Apple, Waymo, GM, Ford... who is leading the self-driving car race? http://cnb.cx/2FyYMFz pic.twitter.com/tqjfZI0b86"",3,32,39"
"2018-03-13,Elon Musk: ‘Mark my words — A.I. is far more dangerous than nukes’ http://cnb.cx/2GsUO2J ,22,141,244"
"2018-03-14,Here's where billionaire Elon Musk has his money invested right now http://cnb.cx/2DoqIdr ,0,13,23"
"2018-03-14,Elon Musk announces tunneling venture will ‘prioritize pedestrians and cyclists over cars’ http://cnb.cx/2pf5QQH ,2,11,33"
"2018-03-14,Here's why Elon Musk doesn't invest in cryptocurrency. via @CNBCMakeIt http://cnb.cx/2Ipwpvb ,8,11,12"
"2018-03-14,Elon Musk has doubled down on his dire warnings about the danger of artificial intelligence. via @CNBCMakeIthttp://cnb.cx/2FBTqxa ,14,130,223"
"2018-03-14,Elon Musk is changing the plan for his tunneling venture. via @CNBCMakeIthttp://cnb.cx/2peeVJs ,4,13,42"
"2018-03-14,Employees say Tesla is grappling with a high amount of flawed parts and rework at its Fremont factory. http://cnb.cx/2FCF4gj pic.twitter.com/0UTMUaehdM,2,10,15"
"2018-03-14,Tesla employees say automaker is churning out a high volume of flawed parts requiring costly rework http://cnb.cx/2IrAA9R ,4,21,17"
"2018-03-14,""Tesla employees say automaker is churning out a high volume of flawed parts requiring costly rework"
"http://cnbc.com/id/105062887 "",9,25,20"
"2018-03-15,Here's why Elon Musk doesn't play the stock market. via @CNBCMakeIthttp://cnb.cx/2IqCEz9 ,4,19,33"
"2018-03-15,Elon Musk says he is starting an ‘intergalactic media empire’ http://cnb.cx/2GwBQrJ ,33,54,110"
"2018-03-15,Tesla employees say the automaker is churning out a high volume of flawed parts requiring costly rework: http://cnb.cx/2FCF4gj pic.twitter.com/zqpJCsB01a,5,15,13"
"2018-03-16,Billionaire Elon Musk is changing the plan for his tunneling venture. http://cnb.cx/2Dz6XzY pic.twitter.com/VY6XB4kOF6,4,17,26"
"2018-03-16,""Elon Musk says he is starting an """"intergalactic media empire."""" via @CNBCMakeIthttp://cnb.cx/2IsNZyx "",11,39,99"
"2018-03-16,""Elon Musk explains his motivation to succeed: """"There need to be things that inspire you"""" http://cnb.cx/2Gzkbjc "",5,24,54"
"2018-03-17,""Here’s how Elon Musk is changing the way we live on Earth, and maybe one day, on Mars. http://cnb.cx/2tqQlKZ pic.twitter.com/vC5TltHAom"",9,49,104"
"2018-03-18,""Tesla, Amazon, Apple, Waymo, GM, Ford... who is leading the self-driving car race? http://cnb.cx/2FyYMFz pic.twitter.com/zB1cchJkkI"",1,42,64"
"2018-03-18,Elon Musk has doubled down on his dire warnings about the danger of artificial intelligence. via @CNBCMakeIt http://cnb.cx/2Ds4k2R ,15,76,128"
"2018-03-18,Tesla employees say automaker is churning out a high volume of flawed parts requiring costly rework http://cnb.cx/2GAZLWU ,13,35,40"
"2018-03-19,""Tesla's troubles manufacturing the Model 3 are far from over, according to a top Wall Street firm. http://cnb.cx/2ppW3Yb "",0,11,23"
"2018-03-19,Goldman: Tesla shares to drop more than 30% in the next 6 months on weak Model 3 deliveries http://cnb.cx/2u3sIIJ ,2,16,11"
"2018-03-20,Tesla shareholders vote on Elon Musk's pay package Wednesday http://cnb.cx/2IG7yDt ,0,6,12"
"2018-03-20,Tesla enters a bear market amid a ‘make-or-break year’ for automaker (via @TradingNation)http://cnb.cx/2GLuQY3 ,2,3,0"
"2018-03-20,Tesla shares drop into bear market territory as Model 3 production worries persist http://cnb.cx/2pvy36a ,2,6,20"
"2018-03-21,Tesla shareholders approve Elon Musk's multi-billion dollar compensation plan - source http://cnb.cx/2G2oh24 ,3,31,40"
"2018-03-21,Elon Musk could earn $55 billion at Tesla under his new pay plan — here's what he makes now http://cnb.cx/2IIAydS ,7,14,37"
"2018-03-21,Elon Musk doesn't have to stay CEO to get a $50 billion payout from Tesla http://cnb.cx/2G2cG35 ,2,11,24"
"2018-03-21,Pension fund CalSTRS opposes Tesla's compensation package for Musk http://cnb.cx/2u8YYKs ,2,5,7"
"2018-03-21,Billionaire Elon Musk is changing the plan for his tunneling venture. http://cnb.cx/2Dz6XzY pic.twitter.com/NuRzMrsUbD,8,27,46"
"2018-03-23,Elon Musk: Starting SpaceX and Tesla were 'the dumbest things to do' http://cnb.cx/2pyYOGC ,3,8,18"
"2018-03-23,""In Twitter rant, Elon Musk says he's deleting Tesla and SpaceX Facebook accounts https://cnb.cx/2IMX0mi "",10,96,291"
"2018-03-24,""Elon Musk directs Tesla to 'slow down' on Norway deliveries, citing local capacity issues https://www.cnbc.com/2018/03/24/elon-musk-directs-tesla-to-slow-down-on-deliveries-this-quarter-citing-local-capacity-issues.html …"",4,12,16"
"2018-03-24,Elon Musk has doubled down on his dire warnings about the danger of artificial intelligence. via @CNBCMakeIthttp://cnb.cx/2FXL2V0 ,23,109,159"
"2018-03-26,Elon Musk: Facebook 'gives me the willies’ https://cnb.cx/2GfPGh9 ,8,18,53"
"2018-03-26,Traders are betting heavily against Tesla's junk bonds https://cnb.cx/2pFrfne ,1,6,14"
"2018-03-26,Want to work at Tesla? This program will guarantee you a job after graduation https://cnb.cx/2ISGT6R ,1,11,16"
"2018-03-27,Musk’s Boring Company is going to sell “LEGO-like interlocking” hollow bricks made from tunneling the rock beneath L.A.  via @CNBCMakeIthttps://cnb.cx/2DYZLgK ,6,13,37"
"2018-03-27,College students can take a program that will guarantee them a job at Elon Musk’s Tesla. via @CNBCMakeIthttps://cnb.cx/2GhmNkK ,1,12,16"
"2018-03-27,""Would you believe that a Tesla Model X could pull a 250,000-pound load? Elon Musk has proof. https://cnb.cx/2GgAXCS "",6,7,15"
"2018-03-27,Moody's downgrades Tesla credit rating on Model 3 production delays https://cnb.cx/2GCfkjX ,4,15,31"
"2018-03-27,Tesla defends Autopilot record after Feds launch investigation into fatal crash https://cnb.cx/2E0kUam ,3,22,31"
"2018-03-27,College students can take a program that will guarantee them a job at Elon Musk’s Tesla. via @CNBCMakeIt https://cnb.cx/2pKVbNR ,6,17,28"
"2018-03-27,""Would you believe that a Tesla Model X could pull a 250,000-pound load? Elon Musk has proof. https://cnb.cx/2pLcu1p "",4,10,13"
"2018-03-27,""Elon Musk’s Boring Company is releasing new merchandise, including """"lifesize LEGO-like bricks.""""  https://cnb.cx/2GuUmTU "",5,21,49"
"2018-03-27,Moody's downgrades Tesla credit rating on Model 3 production delays https://cnb.cx/2GcsXqp ,3,13,18"
"2018-03-27,""Tesla shares drop to the lowest since May on fatal crash investigation, bearish analyst note https://cnb.cx/2GeAwc6 "",4,10,7"
"2018-03-27,""Elon Musk shows off Tesla pulling a 250,000-pound load https://cnb.cx/2pHGhsO "",3,6,22"
"2018-03-27,Elon Musk is going to sell 'Lego-like' bricks from The Boring Company dig https://cnb.cx/2GbzXnx ,2,9,27"
"2018-03-27,Want to work at Tesla? This program will guarantee you a job after graduation https://cnb.cx/2GhgopI ,2,11,16"
"2018-03-27,Elon Musk isn't afraid of a bad idea — even his own. http://cnb.cx/2Gmh5RQ ,4,15,41"
"2018-03-27,""'Tesla is going to come roaring back,' says Silicon Valley entrepreneur https://cnb.cx/2GvReap "",2,4,18"
"2018-03-28,Tesla's junk bond tanks to 87 cents on the dollar after downgrade https://cnb.cx/2GyV02K ,2,13,12"
"2018-03-28,Elon Musk deleted both SpaceX and Tesla’s Facebook pages because Facebook gives him “the willies.” via @CNBCMakeIthttps://cnb.cx/2DYgWPt ,15,55,136"
"2018-03-28,Tesla shares fall after Moody's downgrades credit rating https://cnb.cx/2Gdij2N ,3,17,17"
"2018-03-28,""Tesla's plunge could be 'self-fulfilling' prophecy for further declines, Morgan Stanley warns https://cnb.cx/2usXyuy "",10,13,18"
