"time,text,replies,retweets,likes"
"2018-05-12,Here's why Elon Musk’s big ambitions may be killing Tesla. https://cnb.cx/2JuBOBb pic.twitter.com/TeqHWG479x,7,9,19"
"2018-05-13,""For nearly a decade, SpaceX evolved its Falcon 9 rocket every launch, trying to keep up with lead designer Elon Musk's relentless pursuit of innovation. Until now. https://cnb.cx/2KUHOof "",1,9,28"
"2018-05-13,""""""Bonehead"""" investors could miss a big opportunity by betting against electric carmaker Tesla and chief executive Elon Musk, according to one brokerage firm. https://cnb.cx/2GdcxsX "",4,10,20"
"2018-05-13,""Although Richard Branson and Elon Musk have taken different paths to achieve success, both of their mothers taught them a crucial lesson while growing up. https://cnb.cx/2rCnNd5 "",1,17,27"
"2018-05-13,Tesla board members are facing shareholder scrutiny as the company struggles to contain costs while ramping up production of its Model 3 electric sedans. https://cnb.cx/2KYnMcD ,2,6,8"
"2018-05-13,""For nearly a decade, SpaceX evolved its Falcon 9 rocket every launch, trying to keep up with lead designer Elon Musk's relentless pursuit of innovation. Until now. https://cnb.cx/2G60qhq "",1,21,45"
"2018-05-13,""What makes Elon Musk an exceptional leader? His ability to be transparent, funny and personally engaged while moving his teams forward. https://cnb.cx/2rmtpbg pic.twitter.com/ArOBQNVuf6"",0,21,25"
"2018-05-13,""From Mark Zuckerberg's Beast to Elon Musk's Marvin, meet the dogs of 8 tech titans https://cnb.cx/2rF6QPj "",1,5,8"
"2018-05-14,""Tesla is """"undertaking a thorough reorganization of our company,"""" said Elon Musk in a memo. https://cnb.cx/2Gfx68j pic.twitter.com/nPmQxLtY7p"",4,10,6"
"2018-05-14,Cuban defends Musk's leadership: 'You have to really respect him' https://cnb.cx/2L0fTDn ,0,11,21"
"2018-05-14,""Dogs are known as """"man's best friend"""" — even for tech titans like Mark Zuckerberg and Elon Musk. via @CNBCMakeIthttps://cnb.cx/2rGliqj "",5,11,25"
"2018-05-14,""Tesla CEO Elon Musk has been pulling all-nighters at the Tesla factory lately. So this YouTube star started a tongue-in-cheek fundraising campaign to get the billionaire a new, comfy couch. https://cnb.cx/2rJuSZk "",2,9,14"
"2018-05-14,Tesla teased out two new models of its electric cars.  https://cnb.cx/2G57ISp pic.twitter.com/74XkUpJ3UQ,3,5,19"
"2018-05-14,""Buy and hold billionaire Ron Baron is defending his investment in Tesla, saying he doesn't care that he hasn't made much money from it yet. https://cnb.cx/2GgSZ6W "",7,14,31"
"2018-05-14,Tesla is losing top talent and facing a cash crunch at a critical juncture https://cnb.cx/2rDzTmm ,3,25,30"
"2018-05-14,""Elon Musk says Tesla plans to """"flatten"""" its structure and trim activities """"that are not vital"""" to its success. https://cnb.cx/2KX3qQG "",4,3,17"
"2018-05-14,""As Tesla struggles to ramp up Model 3 production, it is embarking on a serious reorganization — and losing top talent doesn't help. https://cnb.cx/2GfQNgf "",3,7,11"
"2018-05-14,""Tesla CEO Elon Musk has been pulling all-nighters at the Tesla factory lately. So this YouTube star started a tongue-in-cheek fundraising campaign to get the billionaire a new, comfy couch. https://cnb.cx/2Gf6C6N "",3,9,16"
"2018-05-14,Here's the memo Elon Musk just sent announcing a major shakeup at Tesla https://cnb.cx/2L0BQSW ,2,13,16"
"2018-05-14,Elon Musk hits back at report that Tesla didn't want to spend on sensors https://cnb.cx/2KZ4WlD ,0,3,9"
"2018-05-14,Elon Musk tells employees Tesla will streamline management https://cnb.cx/2rHgC3o ,4,9,26"
"2018-05-14,Tesla teased out two new models of its electric cars.  https://cnb.cx/2G57ISp pic.twitter.com/EMjl9FSaEm,0,9,15"
"2018-05-14,""A Tesla Model S crashed into a truck from the South Jordan, Utah Unified Fire Authority, after failing to slow for a red light, local police said. https://cnb.cx/2GdcbCw "",3,7,17"
"2018-05-14,""A YouTube star raised $9,000 to buy Elon Musk a couch — here's how he responded https://cnb.cx/2KYeWvr "",1,4,24"
"2018-05-14,""Tesla engineers wanted more sensors on cars, but executives pushed back https://cnb.cx/2KUJYUV "",2,7,8"
"2018-05-14,Billionaire Ron Baron: We're going to make '20 times our money' in Tesla https://cnb.cx/2L0Hy7i ,15,27,67"
"2018-05-14,""Even though Tesla remains one of the most shorted stocks, Nomura Instinet analysts believe the company could rally to $500 per share. https://cnb.cx/2rBKRJe pic.twitter.com/VhNdVtA6KR"",3,5,8"
"2018-05-15,""After struggling to ramp up, Tesla is set to increase its Model 3  production to 500 per day this week, according to leaked emails.  https://cnb.cx/2GilFwy "",2,14,21"
"2018-05-15,""Elon Musk imagines a future where rocket technology will """"enable anyone"""" to move to Mars and beyond. via @cnbctechhttps://cnb.cx/2GgfVDi "",4,8,16"
"2018-05-15,Tesla executive departures since 2016 https://cnb.cx/2rMxOEy ,4,2,5"
"2018-05-15,Tesla is shutting down Model 3 production for six more days: Reuters https://cnb.cx/2rKY9mt ,4,14,11"
"2018-05-15,""It is """"quite likely"""" Tesla will make more than 500 Model 3 cars per day this week, according to a leaked internal memo. https://cnb.cx/2L5jlN4 pic.twitter.com/Cw2dPHD0ZO"",2,6,11"
"2018-05-15,Tesla will pause production at its California factory for six days at the end of the May. https://cnb.cx/2Gl2Sk7 ,0,8,10"
"2018-05-15,Nearly 30 executives have left Tesla since 2016. Here is every one of them. https://cnb.cx/2rKE53F ,2,13,21"
"2018-05-15,The driver of a Tesla had the car in Autopilot mode when she slammed into the back of a Utah fire truck over the weekend. https://cnb.cx/2rJI4gT ,2,4,7"
"2018-05-15,Morgan Stanley is getting more negative over the profitability of Tesla's Model 3 electric car and its production issues. https://cnb.cx/2L1Vr4Z pic.twitter.com/rqNnULl1ja,0,5,5"
"2018-05-15,""After struggling to ramp up, Tesla is set to increase its Model 3  production to 500 per day this week, according to leaked emails.  https://cnb.cx/2L2Jax3 "",4,13,24"
"2018-05-15,Morgan Stanley is getting more negative over the profitability of Tesla's Model 3 and its production issues. https://cnb.cx/2L1Vr4Z pic.twitter.com/Qajl3kt7vR,1,10,8"
"2018-05-15,""Tesla is 'moving in a good direction' with shutdown, says investor Gene Munster https://cnb.cx/2L0IRmy "",3,8,11"
"2018-05-15,Leaked email says Tesla may have huge burst of Model 3 production this week https://cnb.cx/2rJF7No ,7,15,35"
"2018-05-15,Tesla is reportedly losing two energy leaders amid Musk's reorganization https://cnb.cx/2GjsbmI ,0,7,5"
"2018-05-15,""Elon Musk: In the future anyone will be able to move to Mars, gas cars 'will be like steam engines’ https://cnb.cx/2L0RAVP "",8,17,41"
"2018-05-15,Widely followed Morgan Stanley analyst on Tesla slashes his price target due to Model 3 profitability worries https://cnb.cx/2L1MiJR ,1,19,14"
"2018-05-15,""Buy and hold billionaire Ron Baron is defending his investment in Tesla, saying he doesn't care that he hasn't made much money from the electric car maker yet. https://cnb.cx/2rFTaUk "",4,9,18"
"2018-05-15,""Tesla CEO Elon Musk Monday told employees the company plans to """"flatten"""" its structure as it works to improve communication and trim activities """"that are not vital"""" to its success. https://cnb.cx/2KX4HqW "",3,11,22"
"2018-05-15,""Amid hardships at Tesla, CEO @elonmusk has taken heat for recent behavior some have called """"bizarre."""" But another entrepreneur — @mcuban — had some kind words for him.https://cnb.cx/2L1jXU3 "",0,4,6"
"2018-05-16,Ever wonder what it's like to work with Elon Musk? Just ask the president of SpaceX. https://cnb.cx/2L5FJWB ,2,9,12"
"2018-05-16,The NHTSA is looking into Utah Tesla crash where driver said Autopilot was engaged https://cnb.cx/2L3Lvbc ,0,5,8"
"2018-05-16,President of SpaceX: This is what it's like working for Elon Musk https://cnb.cx/2rP5ykG ,2,13,28"
"2018-05-16,""It is """"quite likely"""" Tesla will make more than 500 Model 3 cars per day this week, according to a leaked internal memo. https://cnb.cx/2L5jlN4 pic.twitter.com/AsCGG787Tf"",3,5,7"
"2018-05-16,""George Soros' fund bought $35 million of Tesla bonds while loading up on Amazon, Netflix stock https://cnb.cx/2rLQKn3 "",3,15,22"
"2018-05-16,""As Tesla hits the skids, one market watcher sees a ‘line in the sand’ (via @TradingNation)https://cnb.cx/2rJmmcQ "",0,5,14"
"2018-05-16,""Tesla's move to shut down production of its Model 3 for six days is a """"big deal"""" but it's not necessarily a bad thing, according to venture capitalist Gene Munster. https://cnb.cx/2GkUYqY "",0,10,11"
"2018-05-16,""George Soros' fund bought $35 million of Tesla bonds while loading up on Amazon, Netflix stock https://cnb.cx/2GlZEwT "",5,31,49"
"2018-05-16,""While a few key levels are holding Tesla's stock together, any more pain might push investors to their breaking point, one market watcher says. https://cnb.cx/2L4Fyeb pic.twitter.com/410e80I4Qc"",4,8,10"
"2018-05-17,Ever wonder what it's like to work with Elon Musk? Just ask the president of SpaceX. https://cnb.cx/2L7acU3 ,1,9,11"
"2018-05-17,""Tesla may require as much as $10 billion in additional capital by 2020 to fund the company's operations, according to Goldman Sachs. https://cnb.cx/2L8wipe "",6,16,32"
"2018-05-17,Last week's Tesla crash is a textbook case of distracted driving exacerbated by technology that is easy for humans to abuse. https://cnb.cx/2L7DkdW ,6,2,6"
"2018-05-17,""Tesla may require as much as $10 billion in additional capital by 2020 to fund the company's operations, according to Goldman Sachs. https://cnb.cx/2L5FnPA "",2,9,6"
"2018-05-17,Tesla driver in Utah crash kept taking her hands off wheel as car sped in Autopilot mode https://cnb.cx/2rOYgP1 ,2,10,14"
"2018-05-17,Goldman Sachs: Tesla is going to need to raise $10 billion in 2 years to keep going https://cnb.cx/2KwfwiJ ,8,17,18"
"2018-05-18,""Dogs are known as """"man's best friend"""" — even for tech titans like Mark Zuckerberg and Elon Musk. via @CNBCMakeIt https://cnb.cx/2KY3a4d "",1,5,15"
"2018-05-18,The self-funded start-up is trying to beat Tesla to the market with its electric trucks. https://cnb.cx/2LebnRB pic.twitter.com/Xv5z8YmZ4X,1,40,54"
"2018-05-18,""Elon Musk offers more details on the Boring Company's tunnels, says a ride will cost $1. https://cnb.cx/2IrX1Q8 "",3,13,24"
"2018-05-18,Elon Musk says a ride on the Boring Company's tunnels beneath Los Angeles will cost $1 https://cnb.cx/2Lb3YCE ,3,14,24"
"2018-05-18,Elon Musk promises $1 rides for Boring Company’s LA tunnels https://cnb.cx/2wRIdVD ,3,9,19"
"2018-05-19,""Tesla CEO Elon Musk has been pulling all-nighters at the Tesla factory lately. So this YouTube star started a tongue-in-cheek fundraising campaign to get the billionaire a new, comfy couch. https://cnb.cx/2KYxqM9 "",0,7,20"
"2018-05-19,Ever wonder what it's like to work with Elon Musk? Just ask the president of SpaceX. https://cnb.cx/2L7pnwr ,2,8,14"
"2018-05-19,""Elon Musk teases specifications for Tesla's Model 3, calling it 'amazing'  https://cnb.cx/2LcGb5k "",4,13,36"
"2018-05-19,""Tesla, Amazon, Apple, Waymo, GM, Ford... who is leading the self-driving car race? http://cnb.cx/2FyYMFz pic.twitter.com/p3wAJPUUZ7"",2,26,31"
"2018-05-19,""ISS sides against two Tesla directors, backs split of Musk's roles https://cnb.cx/2wV2qtn "",0,7,2"
"2018-05-20,Ever wonder what it's like to work with Elon Musk? Just ask the president of SpaceX. https://cnb.cx/2rMHjE5 ,0,6,15"
"2018-05-20,""Mark Zuckerberg and Elon Musk are just a few of the tech titans who prove dogs are """"man's best friend."""" via @CNBCMakeIthttps://cnb.cx/2KZgZPJ "",3,16,18"
"2018-05-20,""Tesla CEO Elon Musk has been pulling all-nighters at the Tesla factory lately. So this YouTube star started a tongue-in-cheek fundraising campaign to get the billionaire a new, comfy couch. https://cnb.cx/2rJwCSm "",1,11,26"
"2018-05-21,Tesla shares to soar more than 80% on strong Model 3 profitability: Analyst https://cnb.cx/2LhGtrJ ,10,22,41"
"2018-05-21,""Apple, GE, and Tesla are on the move this morning. https://cnb.cx/2KIpRZ4 "",2,12,10"
"2018-05-21,""The hand-wringing over Tesla's ability to generate profits on the Model 3 is overblown, one analyst says. https://cnb.cx/2wZkD99 "",1,5,7"
"2018-05-21,""The hand-wringing over Tesla's ability to generate profits on the Model 3 is overblown, according to Berenberg. https://cnb.cx/2IEjUQw pic.twitter.com/zM6PNqNaIn"",0,14,19"
"2018-05-21,""Tesla's Model 3 sedan did not receive a glowing recommendation from Consumer Reports, who found """"big flaws"""" in its braking. https://cnb.cx/2IDAJL2 "",4,12,27"
"2018-05-21,Elon Musk says making a cheaper Model 3 now would cause Tesla to 'die' https://cnb.cx/2KIqZf7 ,6,13,19"
"2018-05-21,Not every town is convinced Elon Musk's Boring Company has their best interests in mind. pic.twitter.com/HSn7sSJbw3,3,4,7"
"2018-05-21,""While Tesla's Model 3 sedan has some competitive features, Consumer Reports couldn't give it a full-throated endorsement as yet. https://cnb.cx/2KGY1fQ pic.twitter.com/AScud4Gq8J"",0,1,6"
"2018-05-22,""GM, Tesla shares rise after China says it will cut tariffs on car parts and vehicles https://cnb.cx/2IErBpC "",3,17,25"
"2018-05-22,Elon Musk admitted there was a braking issue with the Tesla's Model 3 sedan — but said it would be fixed with a firmware update in a few days. https://cnb.cx/2KKWJ3q ,6,12,11"
"2018-05-22,""SpaceX has upended the rocket industry, making founder @ElonMusk the world's most disruptive space pioneer. And Musk is far from done expanding the now-$28 billion juggernaut. #Disruptor50 https://cnb.cx/2IGHJHq pic.twitter.com/GQoTZ9QR4K"",1,39,70"
"2018-05-22,""When Elon Musk was a 17-year-old college student at Queen's University, he had a brief stint where he only spent a dollar a day on food — and he successfully got by. via @CNBCMakeIthttps://cnb.cx/2ICosXh "",5,7,21"
"2018-05-22,Both Elon Musk and Jeff Weiner stay creative by committing to this simple routine: spending stretches of time letting their minds wander. https://cnb.cx/2IASevv ,4,8,19"
"2018-05-22,Tesla's Model 3 will have another chance at a good review from Consumer Reports — if it fixes that pesky little braking issue. https://cnb.cx/2IFzDP2 ,0,5,6"
"2018-05-22,Consumer Reports will retest Model 3 if Tesla updates braking distance https://cnb.cx/2IBjKt3 ,4,4,8"
"2018-05-22,Elon Musk admitted there was a braking issue with the Tesla's Model 3 sedan — but said it would be fixed with a firmware update in a few days. https://cnb.cx/2KL7YJb ,2,4,8"
"2018-05-22,""SpaceX has upended the rocket industry, making founder @ElonMusk the world's most disruptive space pioneer. And Musk is far from done expanding the now-$28 billion juggernaut. #Disruptor50 https://cnb.cx/2KLhBr8 pic.twitter.com/WsuSIqPGlV"",4,13,28"
"2018-05-22,Elon Musk and Jeff Weiner both say this is what they need to be creative https://cnb.cx/2GHHaHd ,0,4,10"
"2018-05-22,""Shares of Ford, General Motors and Tesla all rose on news that China will slash tariffs on some car parts and vehicles as part of ongoing trade negotiations with the U.S. https://cnb.cx/2IAzrR8 "",0,18,21"
"2018-05-22,""Elon Musk revealed that the standard version of the Tesla Model 3 — priced at $35,000 — is still a long way off.   https://cnb.cx/2IAUXoL "",2,9,10"
"2018-05-22,Billionaire Elon Musk once kept his food spending to $1 a day https://cnb.cx/2IDjTfA ,5,17,32"
"2018-05-22,Elon Musk is most disruptive pioneer: SpaceX No. 1 on the 2018 CNBC Disruptor 50 list #Disruptor50https://cnb.cx/2IC3GHz ,3,41,70"
"2018-05-23,Tesla to rally 50% because media negativity is ‘increasingly immaterial’: Baird  https://cnb.cx/2KPIn1U ,3,7,12"
"2018-05-23,""Tesla has slashed up to $14,000 off its Model X in China after Beijing announced major tariff cuts for imported automobiles. https://cnb.cx/2GIKD8C "",5,20,35"
"2018-05-23,""Tesla has slashed up to $14,000 off its Model X in China after Beijing announced major tariff cuts for imported automobiles. https://cnb.cx/2KLDOWe "",3,23,40"
"2018-05-23,""Elon Musk is not happy with Tesla's recent media coverage, to put it mildly. He took to Twitter to offer pointed criticism of the current news media landscape and pitch his own solution. https://cnb.cx/2IFVrdz "",5,25,47"
"2018-05-23,Elon Musk is taking aim at the news media business in a series of tweets. https://cnb.cx/2GHRhvO pic.twitter.com/BlAg6ToPFp,0,7,6"
"2018-05-23,Elon Musk complains of 'holier than thou media hypocrisy' https://cnb.cx/2IH2P8v ,6,13,25"
"2018-05-24,Here's why Elon Musk’s big ambitions may be killing Tesla. https://cnb.cx/2JuBOBb pic.twitter.com/4ytDJCskcb,5,16,11"
"2018-05-24,Elon Musk has a history of wild ideas — some of them have worked out https://cnb.cx/2IJ39Ub ,3,6,12"
"2018-05-24,The United Auto Workers just filed a labor complaint against Tesla https://cnb.cx/2IIutC5 ,0,9,15"
"2018-05-24,""The United Auto Workers filed a complaint with the NLRB against Tesla, alleging Elon Musk threatened to take away stock options of any Tesla employees that attempt to unionize. https://cnb.cx/2GOiL2R "",2,12,8"
"2018-05-25,""The United Auto Workers filed a complaint with the NLRB against Tesla, alleging Elon Musk threatened to take away stock options of any Tesla employees that attempt to unionize. https://cnb.cx/2ILHuKX "",4,17,18"
"2018-05-25,Elon Musk and Mark Zuckerberg have this 1 trait in common https://cnb.cx/2IL7h67 ,3,6,10"
"2018-05-25,Tesla hires James Zhou as China CFO https://cnb.cx/2KUMjhF ,1,9,9"
"2018-05-25,""Tesla flies in equipment to speed up battery production for Model 3, sources tell Reuters.  https://cnb.cx/2IM9hLt "",2,9,19"
"2018-05-25,Elon Musk may actually be making a website to rate journalists for credibility and 'core truth' https://cnb.cx/2GQg8xB ,107,110,321"
"2018-05-25,Analysts on Wall Street are really divided on the trajectory of Tesla and it shows in their stock price forecasts. https://cnb.cx/2GQwAOc ,5,9,7"
"2018-05-25,""SpaceX has upended the rocket industry, making founder @ElonMusk the world's most disruptive space pioneer. And Musk is far from done expanding the now-$28 billion juggernaut. #Disruptor50 https://cnb.cx/2IEtTFm pic.twitter.com/rHcqywtMol"",6,24,45"
"2018-05-25,Here's why Elon Musk’s big ambitions may be killing Tesla. https://cnb.cx/2JuBOBb pic.twitter.com/2nLNZA7bCp,4,12,12"
"2018-05-25,Analysts on Wall Street are really divided on the trajectory of Tesla and it shows in their stock price forecasts. https://cnb.cx/2KWh1XY ,2,6,15"
"2018-05-25,Tesla is near the top of list of stocks that Wall Street is most confused about https://cnb.cx/2ILUD6X ,1,5,13"
"2018-05-26,""Though Elon Musk has experience working long hours and under pressure, he admits that he had to overcome one bad habit on the road to success. https://cnb.cx/2KJZguL "",2,9,21"
"2018-05-26,Tesla hires new chief financial officer for China https://cnb.cx/2IO1j4s ,2,11,13"
"2018-05-26,Tesla seeks to dismiss securities fraud lawsuit: US court document https://cnb.cx/2GSLjZ4 ,1,5,3"
"2018-05-27,""50 books that inspire Elon Musk, Jeff Bezos and other tech titans https://cnb.cx/2L0HIuw "",2,26,40"
"2018-05-28,""SpaceX has upended the rocket industry, making founder @ElonMusk the world's most disruptive space pioneer. And Musk is far from done expanding the now-$28 billion juggernaut. #Disruptor50 https://cnb.cx/2KUS530 pic.twitter.com/eMOXbQvE0T"",4,21,67"
"2018-05-28,The chief of IBM’s supercomputer unit likes Elon Musk but ‘hates’ A.I. scaremongering https://cnb.cx/2ITP0DT ,2,6,9"
"2018-05-29,Tesla sedan in Autopilot mode hit a parked California police car https://cnb.cx/2L66EAH ,14,36,29"
"2018-05-29,""Google billionaire Eric Schmidt: Elon Musk is ‘exactly wrong’ about A.I., he ‘doesn’t understand’ https://cnb.cx/2IUn3eP "",9,8,13"
"2018-05-29,""Apple, Disney and Tesla are making headlines this morning. https://cnb.cx/2GYTeEm "",2,5,8"
"2018-05-30,""Mark Zuckerberg and Elon Musk have a testy history of disagreeing about the potential for artificial intelligence — but this time, Zuckerberg declined to dissent. Here's why.  https://cnb.cx/2H54MWx "",0,6,9"
"2018-05-30,Mark Zuckerberg comes to Elon Musk's defense on self-driving car technology https://cnb.cx/2IZWvJv ,3,15,25"
"2018-05-30,""The former executive chairman of Google think Elon Musk's take on artificial intelligence """"is exactly wrong."""" https://cnb.cx/2L7PcMq "",5,7,9"
"2018-05-30,Consumer Reports reversed an earlier decision by recommending Tesla's Model 3 — and shares rebounded for the session. https://cnb.cx/2IXozNt ,3,10,23"
"2018-05-30,Another Tesla driving in autopilot mode has been involved in an accident. https://cnb.cx/2H4Q9lV pic.twitter.com/XhXF51ys4j,2,12,12"
"2018-05-31,""One Wall Street firm disagrees with Elon Musk's view on Tesla's funding requirements, and reaffirmed its sell rating for the company. https://cnb.cx/2H7fFah "",4,11,10"
"2018-05-31,UBS: Sell Tesla shares because carmaker will need to raise capital in the fourth quarter or earlier https://cnb.cx/2H6BXJ6 ,4,4,10"
"2018-06-01,""If you invested $1,000 in Tesla in 2010, here's how much you'd have now https://cnb.cx/2Leleq0 "",2,5,8"
"2018-06-01,""A $1,000 investment in Tesla in 2010 would have a put a decent chunk of money in your portfolio. via @CNBCMakeIt http://cnb.cx/2LdP3XH "",8,11,19"
"2018-06-01,Elon Musk had some challenging words for Boeing’s CEO’s claim on being the first space company to reach Mars. via @cnbcmakeithttps://cnb.cx/2HbQJP5 ,1,5,13"
"2018-06-01,""Maye Musk was a workaholic, holding down 5 jobs and raising 3 kids at the same time. Guess we know where Elon got it from. via @CNBCMakeIthttps://cnb.cx/2Leiusu "",6,35,68"
"2018-06-01,""A $1,000 investment in Tesla in 2010 would have a put a decent chunk of money in your portfolio. via @CNBCMakeIt https://cnb.cx/2L9cr8w  *CHECK*"",2,9,16"
"2018-06-01,Tesla workers say the factory paint shop is a mess and fires were worse than Tesla let on https://cnb.cx/2J1HI0B ,6,11,9"
"2018-06-01,Elon Musk responds to Boeing's claim it will beat SpaceX to Mars: ‘Do it’ https://cnb.cx/2Lfb3RM ,7,23,61"
"2018-06-01,Elon Musk's mom once worked 5 jobs as she struggled to raise 3 kids after her divorce https://cnb.cx/2Hbmesq ,7,28,95"
"2018-06-02,""The former executive chairman of Google think Elon Musk's take on artificial intelligence """"is exactly wrong."""" https://cnb.cx/2IT4Pui "",3,17,12"
"2018-06-02,Damaged homes? Man-made earthquakes? Why LA backs 'risk taking' of Musk's Boring Co. #Disruptor50 https://cnb.cx/2J6A3yj ,2,3,4"
"2018-06-02,""If you invested $1,000 in Tesla in 2010, your bet would have paid off. via @CNBCMakeIthttps://cnb.cx/2J1NyiC "",3,9,12"
"2018-06-02,Billionaire Elon Musk is changing the plan for his tunneling venture. http://cnb.cx/2Dz6XzY pic.twitter.com/p6D0BG4iN2,1,27,52"
"2018-06-03,""The former executive chairman of Google think Elon Musk's take on artificial intelligence """"is exactly wrong."""" https://cnb.cx/2IVEAUb "",8,14,11"
"2018-06-03,Want to think like Bill Gates or Elon Musk? Here are 50 books that have inspired tech titans. https://cnb.cx/2J1zNjP ,4,34,72"
"2018-06-03,""Tesla, Amazon, Apple, Waymo, GM, Ford... who is leading the self-driving car race? http://cnb.cx/2FyYMFz pic.twitter.com/80XTFGRU3y"",3,21,25"
"2018-06-04,Elon Musk faces votes at Tuesday's shareholder meeting that will challenge his grip on Tesla. https://cnb.cx/2J9rClQ ,2,6,7"
"2018-06-04,Tesla shareholders prepare to swipe right or left on whether to split Elon Musk's job with new app https://cnb.cx/2HjvevI ,3,15,21"
"2018-06-05,How much cash Tesla needs is the $10 billion riddle no one can answer https://cnb.cx/2JdoghI ,2,2,5"
"2018-06-05,Tesla reveals plans for a new factory in Shanghai at shareholder meeting https://cnb.cx/2Jf6t9R ,4,7,24"
"2018-06-05,Tesla factories reportedly struggling with high scrap volume and low vehicle production rate https://cnb.cx/2LmppA3 ,5,9,4"
"2018-06-05,Tesla factories reportedly struggling with high scrap volume and low vehicle production rate https://cnb.cx/2HpfKGr ,2,5,7"
"2018-06-05,How much money Tesla will need — and how hard it will be to get it — are critical questions for investors at the annual shareholder meeting. https://cnb.cx/2JbSAcj pic.twitter.com/n48JW9nWgF,2,10,6"
"2018-06-05,Tesla shareholders strike down proposals to change up board https://cnb.cx/2Hodwak ,0,7,17"
"2018-06-05,Tesla reveals plans for a new factory in Shanghai at shareholder meeting https://cnb.cx/2JdNVa7 ,3,7,23"
"2018-06-05,This road in Sweden can charge a Tesla as it drives. https://cnb.cx/2qUWYBB pic.twitter.com/MYjrVdtMIf,6,27,49"
"2018-06-05,How much cash Tesla needs is the $10 billion riddle no one can answer https://cnb.cx/2LqhQbN ,3,5,10"
"2018-06-05,""Elon Musk has SpaceX, now Ray Dalio (and James Cameron) have OceanX  https://cnb.cx/2LpaCES "",2,18,19"
"2018-06-05,""Elon Musk says it's 'extremely likely' Tesla will make 5,000 Model 3 cars per week by month's end https://cnb.cx/2Hq3cP4 "",2,7,22"
"2018-06-06,Tesla shares pop after positive Model 3 production comments from Musk at shareholder meeting https://cnb.cx/2JdriSV ,3,17,33"
"2018-06-06,Tesla stock rose more than 4% in premarket trading after positive Model 3 production comments from Elon Musk. via @cnbctech https://cnb.cx/2Jh8odW pic.twitter.com/fbPwVTiyiT,5,19,14"
"2018-06-06,""Elon Musk: ‘I think I do have like an issue with, uh, time’ https://cnb.cx/2HrrZSO "",3,5,20"
"2018-06-06,Short sellers betting against Tesla lose more than $1 billion in single day as stock pops https://cnb.cx/2Jf69YB ,24,89,238"
"2018-06-06,""Tesla, Amazon, Apple, Waymo, GM, Ford... who is leading the self-driving car race? http://cnb.cx/2FyYMFz pic.twitter.com/ked4Ih1D1t"",2,17,20"
"2018-06-06,Tesla shares headed for best day in over two years after Elon Musk's comments at shareholder meeting https://cnb.cx/2HqyxBj ,4,2,6"
"2018-06-06,""Tesla will most likely be able to achieve 5,000 Model 3 cars a week by the end of this month, says Elon Musk. pic.twitter.com/Yw9nBDKcAd"",3,12,25"
"2018-06-07,""""""I think I do have like an issue with, uh, time,"""" Musk says.  https://cnb.cx/2Ji0Do4 "",0,8,18"
"2018-06-07,""The driver of a Tesla who fatally crashed in California in March did not have his hands on the wheel, a new report reveals. via @cnbctechhttps://cnb.cx/2sFfQoR "",0,3,6"
"2018-06-07,Daimler launches new electric trucks as it seeks to beat off competition from Musk and Buffett https://cnb.cx/2Lwhgt1 ,1,23,21"
"2018-06-08,""Tesla's comeback is just getting started, one technical analyst says. https://cnb.cx/2JkbkGK pic.twitter.com/OIm4ylDxt3"",1,10,20"
"2018-06-08,Tesla shorts feel more pain after bullish analyst call brings gain to 10% on week https://cnb.cx/2JmEFQT ,3,3,12"
"2018-06-08,""Tesla will see at least another 26 percent rise from here, technician says (via @TradingNation)https://cnb.cx/2sHVuv6 "",0,7,13"
"2018-06-08,Tesla teased out two new models of its electric cars.  https://cnb.cx/2G57ISp pic.twitter.com/rprqmVPnKZ,4,14,31"
"2018-06-09,""If you invested $1,000 in Tesla in 2010, your bet would have paid off. via @CNBCMakeIthttps://cnb.cx/2J6H95J "",1,9,30"
"2018-06-09,""Mark Zuckerberg, Elon Musk once gathered to seriously discuss the danger of killer robots https://cnb.cx/2JpMjKt "",10,20,30"
"2018-06-11,Elon Musk hosts a Boring flamethrower party https://cnb.cx/2JvAAda ,1,5,10"
"2018-06-11,""Elon Musk wants employees with these 4 traits, according to an HR exec at SpaceX https://cnb.cx/2Jsk0ei "",3,7,11"
"2018-06-11,""Tesla stock rallies after Elon Musk promises 'full-self-driving features,' rocket-powered Roadster https://cnb.cx/2y3zHDw "",4,18,28"
"2018-06-11,""If you’re planning to apply for one of the 544 openings at SpaceX, here is the No.1 trait Elon Musk is looking for: https://cnb.cx/2LGgBW1 "",2,8,20"
"2018-06-12,""Multi-billionaire Elon Musk: ‘I arrived in North America at 17 with $2,000’ https://cnb.cx/2sP4cbk "",12,57,166"
"2018-06-12,Tesla shares rise after one analyst raises his Model 3 delivery estimate by 50%. https://cnb.cx/2LLAYRF pic.twitter.com/hrpDVrFDpX,1,19,23"
"2018-06-12,Here's Elon Musk's full email to employees about layoffs https://cnb.cx/2sSlG6m ,1,18,13"
"2018-06-12,Tesla shares rise after analyst raises Model 3 delivery estimate by 50% https://cnb.cx/2LKe64Y ,5,9,38"
"2018-06-12,Elon Musk admits Tesla will have to turn a profit one day https://cnb.cx/2LMiMqV ,9,12,19"
"2018-06-12,Tesla ditches Home Depot as sales partner for home solar products https://cnb.cx/2LMyRwD ,2,7,12"
